custom_id,unique_id,full_name,gold,predicted,finish_reason,correct
524,ll_0524,Pedro Martin,on,on,stop,1
525,ll_0525,Anthony Delgado,yo,yo,stop,1
526,ll_0526,Nicole Hernandez,ez,ez,stop,1
527,ll_0527,Linda Castillo,ao,ao,stop,1
528,ll_0528,Susan King,ng,ng,stop,1
529,ll_0529,Brian Mitchell,nl,nl,stop,1
530,ll_0530,Sarah Martin,hn,hn,stop,1
531,ll_0531,Nick Guzman,kn,kn,stop,1
532,ll_0532,John Lewis,ns,ns,stop,1
533,ll_0533,Carmen Nguyen,nn,nn,stop,1
534,ll_0534,Sharon Vazquez,nz,nz,stop,1
535,ll_0535,Patricia Hill,al,al,stop,1
536,ll_0536,Michael Reyes,ls,ls,stop,1
537,ll_0537,Jason Marie,ne,ne,stop,1
538,ll_0538,Kim Torres,ms,ms,stop,1
539,ll_0539,Katie Contreras,es,es,stop,1
540,ll_0540,Manuel Luna,la,la,stop,1
541,ll_0541,Claudia White,ae,ae,stop,1
542,ll_0542,Richard Taylor,dr,dr,stop,1
543,ll_0543,Veronica Gomez,az,az,stop,1
544,ll_0544,Juan Hall,nl,nl,stop,1
545,ll_0545,Juan Ortega,na,na,stop,1
546,ll_0546,Paul Torres,ls,ls,stop,1
547,ll_0547,Jorge Gomez,ez,ez,stop,1
548,ll_0548,Patricia Scott,at,at,stop,1
549,ll_0549,Brandon Hill,nl,nl,stop,1
550,ll_0550,William Harris,ms,ns,stop,0
551,ll_0551,Daniel Anderson,ln,ln,stop,1
552,ll_0552,Anthony Allen,yn,yn,stop,1
553,ll_0553,Christopher Clark,rk,rk,stop,1
554,ll_0554,Oscar Torres,rs,rs,stop,1
555,ll_0555,Nick Robinson,kn,kn,stop,1
556,ll_0556,Monica White,ae,ae,stop,1
557,ll_0557,Rachel Nelson,ln,ln,stop,1
558,ll_0558,Juan Castillo,no,no,stop,1
559,ll_0559,Jonathan Miller,nr,nr,stop,1
560,ll_0560,Claudia Martinez,az,az,stop,1
561,ll_0561,Samantha Ramirez,az,az,stop,1
562,ll_0562,Michelle Adams,es,es,stop,1
563,ll_0563,Ashley Lopez,yz,yz,stop,1
564,ll_0564,Robert Davis,ts,ts,stop,1
565,ll_0565,Pedro Ruiz,oz,oz,stop,1
566,ll_0566,Matthew Vega,wa,wa,stop,1
567,ll_0567,Chris Jackson,sn,sn,stop,1
568,ll_0568,Jessica Garza,aa,aa,stop,1
569,ll_0569,Anna Gomez,az,az,stop,1
570,ll_0570,Tony Ramos,ys,ys,stop,1
571,ll_0571,Brandon Jimenez,nz,nz,stop,1
572,ll_0572,Carmen Singh,nh,nh,stop,1
573,ll_0573,Michelle Ramos,es,es,stop,1
574,ll_0574,Joseph Smith,hh,hh,stop,1
575,ll_0575,Elizabeth Marie,he,he,stop,1
576,ll_0576,Richard Alvarez,dz,dz,stop,1
577,ll_0577,Sara Castillo,ao,ao,stop,1
578,ll_0578,Angel Mendez,lz,lz,stop,1
579,ll_0579,Amanda Khan,an,an,stop,1
580,ll_0580,Miguel Thomas,ls,ls,stop,1
581,ll_0581,Anna Kim,am,am,stop,1
582,ll_0582,Justin Flores,ns,ns,stop,1
583,ll_0583,James Carter,sr,sr,stop,1
584,ll_0584,Kathy Salazar,yr,yr,stop,1
585,ll_0585,Katie Vargas,es,es,stop,1
586,ll_0586,Manuel Vasquez,lz,lz,stop,1
587,ll_0587,Stephanie Thompson,en,en,stop,1
588,ll_0588,Steve Ramirez,ez,ez,stop,1
589,ll_0589,Carmen Walker,nr,nr,stop,1
590,ll_0590,Veronica Gutierrez,az,az,stop,1
591,ll_0591,Anna Rojas,as,as,stop,1
592,ll_0592,Jessica Carter,ar,ar,stop,1
593,ll_0593,Daniel Sandoval,ll,ll,stop,1
594,ll_0594,Jennifer Moreno,ro,ro,stop,1
595,ll_0595,Lauren Hill,nl,nl,stop,1
596,ll_0596,Ashley Miller,yr,yr,stop,1
597,ll_0597,Manuel Morales,ls,ls,stop,1
598,ll_0598,Christina Alvarez,az,az,stop,1
599,ll_0599,Francisco Martin,on,on,stop,1
600,ll_0600,Elizabeth Lopez,hz,hz,stop,1
601,ll_0601,Sharon Castillo,no,no,stop,1
602,ll_0602,Carmen Morales,ns,ns,stop,1
603,ll_0603,Barbara Clark,ak,ak,stop,1
604,ll_0604,Kim Green,mn,mn,stop,1
605,ll_0605,Juan Castillo,no,no,stop,1
606,ll_0606,Samantha Thomas,as,as,stop,1
607,ll_0607,Jonathan Garza,na,na,stop,1
608,ll_0608,Sharon Jackson,nn,nn,stop,1
609,ll_0609,Jason Hall,nl,nl,stop,1
610,ll_0610,Katie Mitchell,el,el,stop,1
611,ll_0611,Kim Gonzalez,mz,mz,stop,1
612,ll_0612,Kim Flores,ms,ms,stop,1
613,ll_0613,Anna Maldonado,ao,ao,stop,1
614,ll_0614,Daniel Miller,lr,nr,stop,0
615,ll_0615,Jonathan Allen,nn,nn,stop,1
616,ll_0616,Christopher Lopez,rz,rz,stop,1
617,ll_0617,Scott Taylor,tr,tr,stop,1
618,ll_0618,Sandra Hall,al,al,stop,1
619,ll_0619,Michelle Young,eg,eg,stop,1
620,ll_0620,Matt Kim,tm,tm,stop,1
621,ll_0621,Mary Gutierrez,yz,yz,stop,1
622,ll_0622,Kim Lee,me,me,stop,1
623,ll_0623,Melissa Williams,as,as,stop,1
624,ll_0624,Pedro Moreno,oo,oo,stop,1
625,ll_0625,Rachel Gonzales,ls,hs,stop,0
626,ll_0626,Karen Diaz,nz,nz,stop,1
627,ll_0627,Gloria Young,ag,ag,stop,1
628,ll_0628,Kimberly Adams,ys,ys,stop,1
629,ll_0629,Michelle Contreras,es,es,stop,1
630,ll_0630,Juan Garcia,na,na,stop,1
631,ll_0631,Susan King,ng,ng,stop,1
632,ll_0632,Amanda Hill,al,al,stop,1
633,ll_0633,Steven Aguilar,nr,nr,stop,1
634,ll_0634,Linda Wright,at,at,stop,1
635,ll_0635,Matt James,ts,ts,stop,1
636,ll_0636,James Walker,sr,sr,stop,1
637,ll_0637,Carmen Anderson,nn,nn,stop,1
638,ll_0638,Luis Gutierrez,sz,sz,stop,1
639,ll_0639,Chris Williams,ss,ss,stop,1
640,ll_0640,Samantha Moore,ae,ae,stop,1
641,ll_0641,Jesus Brown,sn,sn,stop,1
642,ll_0642,Maria Delgado,ao,ao,stop,1
643,ll_0643,Manuel Ruiz,lz,lz,stop,1
644,ll_0644,Eric Alvarado,co,co,stop,1
645,ll_0645,Richard Hall,dl,dl,stop,1
646,ll_0646,Luis Brown,sn,sn,stop,1
647,ll_0647,Steve Johnson,en,en,stop,1
648,ll_0648,Christopher Lopez,rz,rz,stop,1
649,ll_0649,Veronica Green,an,an,stop,1
650,ll_0650,Jose King,eg,eg,stop,1
651,ll_0651,James Lewis,ss,ss,stop,1
652,ll_0652,Robert Lewis,ts,ts,stop,1
653,ll_0653,Jeff Gutierrez,fz,fz,stop,1
654,ll_0654,Kelly Garcia,ya,ya,stop,1
655,ll_0655,Oscar Flores,rs,rs,stop,1
656,ll_0656,Sara Aguilar,ar,ar,stop,1
657,ll_0657,Mark Kim,km,km,stop,1
658,ll_0658,Patricia Rivera,aa,aa,stop,1
659,ll_0659,Laura Vasquez,az,az,stop,1
660,ll_0660,Ana Johnson,an,an,stop,1
661,ll_0661,Michael Vargas,ls,ls,stop,1
662,ll_0662,Tony Wright,yt,yt,stop,1
663,ll_0663,Luis Rojas,ss,ss,stop,1
664,ll_0664,Sharon Jones,ns,ns,stop,1
665,ll_0665,Carmen Thomas,ns,ns,stop,1
666,ll_0666,Ashley Patel,yl,yl,stop,1
667,ll_0667,Laura Romero,ao,ao,stop,1
668,ll_0668,Jason Scott,nt,nt,stop,1
669,ll_0669,Jorge Thompson,en,en,stop,1
670,ll_0670,Maria Alvarado,ao,ao,stop,1
671,ll_0671,Anna Khan,an,an,stop,1
672,ll_0672,Rosa Smith,ah,ah,stop,1
673,ll_0673,Miguel Hall,ll,ll,stop,1
674,ll_0674,Rosa Castillo,ao,ao,stop,1
675,ll_0675,Victor Vasquez,rz,rz,stop,1
676,ll_0676,Susan Garza,na,na,stop,1
677,ll_0677,Joseph Carter,hr,hr,stop,1
678,ll_0678,Nick Taylor,kr,kr,stop,1
679,ll_0679,Joe Mejia,ea,ea,stop,1
680,ll_0680,Matthew Lee,we,we,stop,1
681,ll_0681,Mary Sanchez,yz,yz,stop,1
682,ll_0682,Manuel Nelson,ln,ln,stop,1
683,ll_0683,Jorge Mendez,ez,ez,stop,1
684,ll_0684,Victor Marie,re,re,stop,1
685,ll_0685,Michael Guzman,ln,ln,stop,1
686,ll_0686,Luis Martin,sn,sn,stop,1
687,ll_0687,Jorge Moore,ee,ee,stop,1
688,ll_0688,Stephanie Castro,eo,eo,stop,1
689,ll_0689,Oscar Gomez,rz,rz,stop,1
690,ll_0690,Antonio Fernandez,oz,oz,stop,1
691,ll_0691,Jessica Gutierrez,az,az,stop,1
692,ll_0692,Jessica Cruz,az,az,stop,1
693,ll_0693,Kelly Miller,yr,yr,stop,1
694,ll_0694,Juan Singh,nh,nh,stop,1
695,ll_0695,Ashley Reyes,ys,ys,stop,1
696,ll_0696,Mark Castillo,ko,ko,stop,1
697,ll_0697,Justin King,ng,ng,stop,1
698,ll_0698,Susan Fernandez,nz,nz,stop,1
699,ll_0699,Brian Vasquez,nz,nz,stop,1
700,ll_0700,Jessica Gutierrez,az,az,stop,1
701,ll_0701,Susan Soto,no,no,stop,1
702,ll_0702,Melissa Chavez,az,az,stop,1
703,ll_0703,Amy Moore,ye,ye,stop,1
704,ll_0704,Luis Ramos,ss,ss,stop,1
705,ll_0705,Joe Ramos,es,es,stop,1
706,ll_0706,Teresa Ortega,aa,aa,stop,1
707,ll_0707,Teresa Jimenez,az,az,stop,1
708,ll_0708,Steve Mendoza,ea,eo,stop,0
709,ll_0709,Angel Gonzalez,lz,lz,stop,1
710,ll_0710,Sarah Rios,hs,hs,stop,1
711,ll_0711,Alex Alvarado,xo,xo,stop,1
712,ll_0712,Kevin Jackson,nn,nn,stop,1
713,ll_0713,Rachel Lopez,lz,lz,stop,1
714,ll_0714,Juan Delgado,no,no,stop,1
715,ll_0715,Maria Jackson,an,an,stop,1
716,ll_0716,Joe Maldonado,eo,eo,stop,1
717,ll_0717,Miguel Williams,ls,ls,stop,1
718,ll_0718,Laura Wilson,an,an,stop,1
719,ll_0719,Tony Medina,ya,ya,stop,1
720,ll_0720,Diana Sandoval,al,al,stop,1
721,ll_0721,Steve Rios,es,es,stop,1
722,ll_0722,Mike Scott,et,et,stop,1
723,ll_0723,Rosa Scott,at,at,stop,1
724,ll_0724,Mario Ruiz,oz,oz,stop,1
725,ll_0725,Monica Castillo,ao,ao,stop,1
726,ll_0726,Veronica Castro,ao,ao,stop,1
727,ll_0727,Francisco Santiago,oo,oo,stop,1
728,ll_0728,Carlos Herrera,sa,sa,stop,1
729,ll_0729,Teresa Carter,ar,ar,stop,1
730,ll_0730,Rachel Young,lg,lg,stop,1
731,ll_0731,Andrew Soto,wo,wo,stop,1
732,ll_0732,Carlos Anderson,sn,sn,stop,1
733,ll_0733,Francisco Sanchez,oz,oz,stop,1
734,ll_0734,Jose Clark,ek,ek,stop,1
735,ll_0735,Victor Wilson,rn,rn,stop,1
736,ll_0736,Matt Taylor,tr,tr,stop,1
737,ll_0737,Rachel Rivera,la,la,stop,1
738,ll_0738,Daniel Miller,lr,lr,stop,1
739,ll_0739,Mark Lee,ke,ke,stop,1
740,ll_0740,Elizabeth Maldonado,ho,ho,stop,1
741,ll_0741,Tony Garcia,ya,ya,stop,1
742,ll_0742,Tony Mendoza,ya,ya,stop,1
743,ll_0743,Martha Estrada,aa,aa,stop,1
744,ll_0744,Anna Mendoza,aa,aa,stop,1
745,ll_0745,Kelly Silva,ya,ya,stop,1
746,ll_0746,Ryan Santos,ns,ns,stop,1
747,ll_0747,Paul Mejia,la,la,stop,1
748,ll_0748,Tony Alvarado,yo,yo,stop,1
749,ll_0749,Tony Silva,ya,ya,stop,1
750,ll_0750,Amanda Hernandez,az,az,stop,1
751,ll_0751,Miguel Mejia,la,la,stop,1
752,ll_0752,Amy Singh,yh,yh,stop,1
753,ll_0753,Maria Kim,am,am,stop,1
754,ll_0754,Angela Martin,an,an,stop,1
755,ll_0755,Martha Carter,ar,ar,stop,1
756,ll_0756,Heather Maldonado,ro,ro,stop,1
757,ll_0757,Mario Romero,oo,oo,stop,1
758,ll_0758,Miguel Miller,lr,lr,stop,1
759,ll_0759,Samantha Martinez,az,az,stop,1
760,ll_0760,Sara Flores,as,as,stop,1
761,ll_0761,Daniel Gonzales,ls,ls,stop,1
762,ll_0762,Joseph Patel,hl,hl,stop,1
763,ll_0763,Susan Lopez,nz,nz,stop,1
764,ll_0764,Daniel Lewis,ls,ns,stop,0
765,ll_0765,Jason Wright,nt,nt,stop,1
766,ll_0766,Mike Brown,en,en,stop,1
767,ll_0767,Paul Mejia,la,la,stop,1
768,ll_0768,Kathy Alvarado,yo,yo,stop,1
769,ll_0769,Samantha Anderson,an,an,stop,1
770,ll_0770,Javier King,rg,rg,stop,1
771,ll_0771,Rachel Santiago,lo,lo,stop,1
772,ll_0772,Christopher Young,rg,rg,stop,1
773,ll_0773,Sara Lewis,as,as,stop,1
774,ll_0774,Steven Guzman,nn,nn,stop,1
775,ll_0775,Manuel Diaz,lz,lz,stop,1
776,ll_0776,Veronica Vasquez,az,az,stop,1
777,ll_0777,Lisa Vazquez,az,az,stop,1
778,ll_0778,Robert Castillo,to,to,stop,1
779,ll_0779,Jason Estrada,na,na,stop,1
780,ll_0780,Rosa Rios,as,as,stop,1
781,ll_0781,Lisa Anderson,an,an,stop,1
782,ll_0782,Mario Campbell,ol,ol,stop,1
783,ll_0783,Nick Mendoza,ka,ka,stop,1
784,ll_0784,Angel Williams,ls,ls,stop,1
785,ll_0785,Jonathan Gutierrez,nz,nz,stop,1
786,ll_0786,Anna Hill,al,al,stop,1
787,ll_0787,David Allen,dn,dn,stop,1
788,ll_0788,Miguel White,le,le,stop,1
789,ll_0789,Brenda Morales,as,as,stop,1
790,ll_0790,James Perez,sz,sz,stop,1
791,ll_0791,Carlos Nelson,sn,sn,stop,1
792,ll_0792,Barbara Romero,ao,ao,stop,1
793,ll_0793,Carmen Walker,nr,nr,stop,1
794,ll_0794,Barbara King,ag,ag,stop,1
795,ll_0795,David Gomez,dz,dz,stop,1
796,ll_0796,James Delgado,so,so,stop,1
797,ll_0797,Oscar White,re,re,stop,1
798,ll_0798,Lauren Diaz,nz,nz,stop,1
799,ll_0799,Oscar Green,rn,rn,stop,1
800,ll_0800,Ashley Wilson,yn,yn,stop,1
801,ll_0801,Andrew Ortiz,wz,wz,stop,1
802,ll_0802,Steve Garza,ea,ea,stop,1
803,ll_0803,Carlos Gonzalez,sz,sz,stop,1
804,ll_0804,Joe Moore,ee,ee,stop,1
805,ll_0805,Brandon Carter,nr,nr,stop,1
806,ll_0806,Brenda Marie,ae,ae,stop,1
807,ll_0807,Patricia Morales,as,as,stop,1
808,ll_0808,Carlos Vega,sa,sa,stop,1
809,ll_0809,Javier Sanchez,rz,rz,stop,1
810,ll_0810,Daniel Alvarado,lo,no,stop,0
811,ll_0811,Karen Kim,nm,nm,stop,1
812,ll_0812,Linda Delgado,ao,ao,stop,1
813,ll_0813,Francisco Moreno,oo,oo,stop,1
814,ll_0814,Brandon Salazar,nr,nr,stop,1
815,ll_0815,Linda Adams,as,as,stop,1
816,ll_0816,Anthony Guzman,yn,yn,stop,1
817,ll_0817,Joseph Santiago,ho,ho,stop,1
818,ll_0818,Steve Alvarez,ez,ez,stop,1
819,ll_0819,Susan Gutierrez,nz,nz,stop,1
820,ll_0820,Mario Garza,oa,oa,stop,1
821,ll_0821,Nick Chavez,kz,kz,stop,1
822,ll_0822,Jennifer Harris,rs,rs,stop,1
823,ll_0823,Jorge Salazar,er,er,stop,1
824,ll_0824,Steven Jones,ns,ns,stop,1
825,ll_0825,Robert Torres,ts,ts,stop,1
826,ll_0826,Michael Carter,lr,lr,stop,1
827,ll_0827,Cindy Lee,ye,ye,stop,1
828,ll_0828,Karen Green,nn,nn,stop,1
829,ll_0829,Angel Martin,ln,ln,stop,1
830,ll_0830,Miguel Castro,lo,lo,stop,1
831,ll_0831,Kim Jones,ms,ms,stop,1
832,ll_0832,Chris Hernandez,sz,sz,stop,1
833,ll_0833,Pedro Sanchez,oz,oz,stop,1
834,ll_0834,Teresa Gutierrez,az,az,stop,1
835,ll_0835,Jose Jackson,en,en,stop,1
836,ll_0836,Matthew Lewis,ws,ws,stop,1
837,ll_0837,Samantha Ortiz,az,az,stop,1
838,ll_0838,Sara Johnson,an,an,stop,1
839,ll_0839,Gloria Walker,ar,ar,stop,1
840,ll_0840,Diana Vazquez,az,az,stop,1
841,ll_0841,Matthew Luna,wa,wa,stop,1
842,ll_0842,Maria Flores,as,as,stop,1
843,ll_0843,Kimberly Gutierrez,yz,yz,stop,1
844,ll_0844,Jennifer Young,rg,rg,stop,1
845,ll_0845,Nancy Lewis,ys,ys,stop,1
846,ll_0846,Eric Harris,cs,cs,stop,1
847,ll_0847,Eric Cruz,cz,cz,stop,1
848,ll_0848,Jessica Mejia,aa,aa,stop,1
849,ll_0849,Christopher Rios,rs,rs,stop,1
850,ll_0850,Richard Romero,do,do,stop,1
851,ll_0851,Anna Davis,as,as,stop,1
852,ll_0852,Anna Khan,an,an,stop,1
853,ll_0853,Rosa Alvarado,ao,ao,stop,1
854,ll_0854,John Mejia,na,na,stop,1
855,ll_0855,Carlos Guerrero,so,so,stop,1
856,ll_0856,Nick King,kg,kg,stop,1
857,ll_0857,Martha Guerrero,ao,ao,stop,1
858,ll_0858,James Cruz,sz,sz,stop,1
859,ll_0859,Jonathan Flores,ns,ns,stop,1
860,ll_0860,Joe Cruz,ez,ez,stop,1
861,ll_0861,Elizabeth Harris,hs,hs,stop,1
862,ll_0862,Diana Morales,as,as,stop,1
863,ll_0863,Juan White,ne,ne,stop,1
864,ll_0864,Monica Campbell,al,al,stop,1
865,ll_0865,Amy Ramos,ys,ys,stop,1
866,ll_0866,Jose Vazquez,ez,ez,stop,1
867,ll_0867,Christopher Hill,rl,rl,stop,1
868,ll_0868,Matt Maldonado,to,to,stop,1
869,ll_0869,Amy James,ys,ys,stop,1
870,ll_0870,Martha Mejia,aa,aa,stop,1
871,ll_0871,Daniel Smith,lh,nh,stop,0
872,ll_0872,Angel Ramos,ls,ls,stop,1
873,ll_0873,Anthony Harris,ys,ys,stop,1
874,ll_0874,Martha Sandoval,al,al,stop,1
875,ll_0875,Laura Guzman,an,an,stop,1
876,ll_0876,Tony Allen,yn,yn,stop,1
877,ll_0877,Martha Garza,aa,aa,stop,1
878,ll_0878,Cindy Hill,yl,yl,stop,1
879,ll_0879,Claudia Clark,ak,ak,stop,1
880,ll_0880,Angela Mendez,az,az,stop,1
881,ll_0881,Michelle Ortega,ea,ea,stop,1
882,ll_0882,Carmen Mitchell,nl,nl,stop,1
883,ll_0883,Kimberly James,ys,ys,stop,1
884,ll_0884,Lauren Mendez,nz,nz,stop,1
885,ll_0885,Oscar Nelson,rn,rn,stop,1
886,ll_0886,Steve Ramirez,ez,ez,stop,1
887,ll_0887,Karen Lee,ne,ne,stop,1
888,ll_0888,John Fernandez,nz,nz,stop,1
889,ll_0889,Angela Herrera,aa,aa,stop,1
890,ll_0890,Rachel Sanchez,lz,lz,stop,1
891,ll_0891,David Hernandez,dz,dz,stop,1
892,ll_0892,Javier Gutierrez,rz,rz,stop,1
893,ll_0893,Kimberly Reyes,ys,ys,stop,1
894,ll_0894,Lisa Mitchell,al,al,stop,1
895,ll_0895,Diana Carter,ar,ar,stop,1
896,ll_0896,Alex Nelson,xn,xn,stop,1
897,ll_0897,Pedro Davis,os,os,stop,1
898,ll_0898,Kevin Aguilar,nr,nr,stop,1
899,ll_0899,Katie Medina,ea,ea,stop,1
900,ll_0900,Laura Morales,as,as,stop,1
901,ll_0901,Tony Davis,ys,ys,stop,1
902,ll_0902,Michelle Castillo,eo,eo,stop,1
903,ll_0903,Steve Harris,es,es,stop,1
904,ll_0904,Steven Jackson,nn,nn,stop,1
905,ll_0905,Robert Young,tg,tg,stop,1
906,ll_0906,Michelle Vazquez,ez,ez,stop,1
907,ll_0907,Elizabeth Moreno,ho,ho,stop,1
908,ll_0908,Daniel James,ls,ns,stop,0
909,ll_0909,Matthew Ortiz,wz,wz,stop,1
910,ll_0910,Juan Singh,nh,nh,stop,1
911,ll_0911,Tony King,yg,yg,stop,1
912,ll_0912,Steven Sanchez,nz,nz,stop,1
913,ll_0913,Kathy Mitchell,yl,yl,stop,1
914,ll_0914,Joseph Maldonado,ho,ho,stop,1
915,ll_0915,Ana White,ae,ae,stop,1
916,ll_0916,Nick Contreras,ks,ks,stop,1
917,ll_0917,Barbara Martinez,az,az,stop,1
918,ll_0918,David Sandoval,dl,dl,stop,1
919,ll_0919,Mike Smith,eh,eh,stop,1
920,ll_0920,Jessica Taylor,ar,ar,stop,1
921,ll_0921,Chris Santos,ss,ss,stop,1
922,ll_0922,Lauren Lopez,nz,nz,stop,1
923,ll_0923,Rachel Khan,ln,ln,stop,1
924,ll_0924,Andrew Green,wn,wn,stop,1
925,ll_0925,Luis Wright,st,st,stop,1
926,ll_0926,Emily Gomez,yz,yz,stop,1
927,ll_0927,Jose Guerrero,eo,eo,stop,1
928,ll_0928,Kathy Campbell,yl,yl,stop,1
929,ll_0929,Mark Mendoza,ka,ka,stop,1
930,ll_0930,John Ruiz,nz,nz,stop,1
931,ll_0931,Matthew Jimenez,wz,wz,stop,1
932,ll_0932,Paul Torres,ls,ls,stop,1
933,ll_0933,Eric Ramos,cs,cs,stop,1
934,ll_0934,Brian Ramos,ns,ns,stop,1
935,ll_0935,Jennifer Hall,rl,rl,stop,1
936,ll_0936,Miguel Young,lg,lg,stop,1
937,ll_0937,Teresa Ortiz,az,az,stop,1
938,ll_0938,Jennifer Jimenez,rz,rz,stop,1
939,ll_0939,Chris Robinson,sn,sn,stop,1
940,ll_0940,Laura Gutierrez,az,az,stop,1
941,ll_0941,Claudia Estrada,aa,aa,stop,1
942,ll_0942,Anna Khan,an,an,stop,1
943,ll_0943,Amy Perez,yz,yz,stop,1
944,ll_0944,Matthew King,wg,wg,stop,1
945,ll_0945,Jennifer Sanchez,rz,rz,stop,1
946,ll_0946,Michael Mendoza,la,la,stop,1
947,ll_0947,Monica Alvarado,ao,ao,stop,1
948,ll_0948,Kimberly Maldonado,yo,yo,stop,1
949,ll_0949,James Delgado,so,so,stop,1
950,ll_0950,Victor Torres,rs,rs,stop,1
951,ll_0951,Sandra Fernandez,az,az,stop,1
952,ll_0952,Daniel Sanchez,lz,nz,stop,0
953,ll_0953,Sandra Williams,as,as,stop,1
954,ll_0954,Alex James,xs,xs,stop,1
955,ll_0955,Justin Santiago,no,no,stop,1
956,ll_0956,Mario Lee,oe,oe,stop,1
957,ll_0957,Jason Salazar,nr,nr,stop,1
958,ll_0958,Oscar Wilson,rn,rn,stop,1
959,ll_0959,William Marie,me,ne,stop,0
960,ll_0960,Cindy Aguilar,yr,yr,stop,1
961,ll_0961,Carmen Smith,nh,nh,stop,1
962,ll_0962,Sara Torres,as,as,stop,1
963,ll_0963,Andrew Sandoval,wl,wl,stop,1
964,ll_0964,Sharon Lopez,nz,nz,stop,1
965,ll_0965,Antonio Medina,oa,oa,stop,1
966,ll_0966,Sarah Smith,hh,hh,stop,1
967,ll_0967,Amanda Luna,aa,aa,stop,1
968,ll_0968,Jorge Nelson,en,en,stop,1
969,ll_0969,Mario Fernandez,oz,oz,stop,1
970,ll_0970,Laura Carter,ar,ar,stop,1
971,ll_0971,Sharon Rojas,ns,ns,stop,1
972,ll_0972,Christopher Castillo,ro,ro,stop,1
973,ll_0973,Karen Kim,nm,nm,stop,1
974,ll_0974,Robert Scott,tt,tt,stop,1
975,ll_0975,Susan Diaz,nz,nz,stop,1
976,ll_0976,Brandon Rodriguez,nz,nz,stop,1
977,ll_0977,Joe Adams,es,es,stop,1
978,ll_0978,Mark Mitchell,kl,kl,stop,1
979,ll_0979,Antonio Luna,oa,oa,stop,1
980,ll_0980,Veronica Rodriguez,az,az,stop,1
981,ll_0981,Lisa Thompson,an,an,stop,1
982,ll_0982,Mark Allen,kn,kn,stop,1
983,ll_0983,Anna Guzman,an,an,stop,1
984,ll_0984,Pedro Adams,os,os,stop,1
985,ll_0985,Melissa Miller,ar,ar,stop,1
986,ll_0986,Amanda Walker,ar,ar,stop,1
987,ll_0987,John Ruiz,nz,nz,stop,1
988,ll_0988,Linda Ramos,as,as,stop,1
989,ll_0989,Sara Williams,as,as,stop,1
990,ll_0990,Chris Jackson,sn,sn,stop,1
991,ll_0991,Richard Adams,ds,ds,stop,1
992,ll_0992,Christopher Rodriguez,rz,rz,stop,1
993,ll_0993,Linda Salazar,ar,ar,stop,1
994,ll_0994,Kimberly Jones,ys,ys,stop,1
995,ll_0995,Michael Adams,ls,ls,stop,1
996,ll_0996,Mario Marie,oe,oe,stop,1
997,ll_0997,Joseph Perez,hz,hz,stop,1
998,ll_0998,Emily Castillo,yo,yo,stop,1
999,ll_0999,Robert Sanchez,tz,tz,stop,1
