custom_id,unique_id,text,label,perturbation_type,gold,predicted,finish_reason,correct
675,mf_0135,Tax and legal news 4 November 2016,Tax & Accounting,p1_format,E,E,stop,1
676,mf_0135,Tax and legal news 4 November 2016,Tax & Accounting,p1_format_soft,E,E,stop,1
677,mf_0135,Tax and legal news 4 November 2016,Tax & Accounting,p2_complexity,E,E,stop,1
678,mf_0135,Tax and legal news 4 November 2016,Tax & Accounting,p4_role,E,E,stop,1
679,mf_0135,Tax and legal news 4 November 2016,Tax & Accounting,p5_fewshot,E,E,stop,1
680,mf_0136,Accounting advisory,Tax & Accounting,p1_format,E,E,stop,1
681,mf_0136,Accounting advisory,Tax & Accounting,p1_format_soft,E,E,stop,1
682,mf_0136,Accounting advisory,Tax & Accounting,p2_complexity,E,E,stop,1
683,mf_0136,Accounting advisory,Tax & Accounting,p4_role,E,E,stop,1
684,mf_0136,Accounting advisory,Tax & Accounting,p5_fewshot,E,E,stop,1
685,mf_0137,Capital Markets 2030,Finance,p1_format,B,B,stop,1
686,mf_0137,Capital Markets 2030,Finance,p1_format_soft,B,B,stop,1
687,mf_0137,Capital Markets 2030,Finance,p2_complexity,B,B,stop,1
688,mf_0137,Capital Markets 2030,Finance,p4_role,B,B,stop,1
689,mf_0137,Capital Markets 2030,Finance,p5_fewshot,B,B,stop,1
690,mf_0138,Important changes in PIT taxation of employee incentive programs based on shares and derivatives - announced by the Polish government,Tax & Accounting,p1_format,E,E,stop,1
691,mf_0138,Important changes in PIT taxation of employee incentive programs based on shares and derivatives - announced by the Polish government,Tax & Accounting,p1_format_soft,E,E,stop,1
692,mf_0138,Important changes in PIT taxation of employee incentive programs based on shares and derivatives - announced by the Polish government,Tax & Accounting,p2_complexity,E,E,stop,1
693,mf_0138,Important changes in PIT taxation of employee incentive programs based on shares and derivatives - announced by the Polish government,Tax & Accounting,p4_role,E,E,stop,1
694,mf_0138,Important changes in PIT taxation of employee incentive programs based on shares and derivatives - announced by the Polish government,Tax & Accounting,p5_fewshot,E,E,stop,1
695,mf_0139,PwC's COVID-19 CFO Pulse,Business & Management,p1_format,A,B,stop,0
696,mf_0139,PwC's COVID-19 CFO Pulse,Business & Management,p1_format_soft,A,B,stop,0
697,mf_0139,PwC's COVID-19 CFO Pulse,Business & Management,p2_complexity,A,B,stop,0
698,mf_0139,PwC's COVID-19 CFO Pulse,Business & Management,p4_role,A,B,stop,0
699,mf_0139,PwC's COVID-19 CFO Pulse,Business & Management,p5_fewshot,A,B,stop,0
700,mf_0140,Real Estate 2020,Industry,p1_format,D,D,stop,1
701,mf_0140,Real Estate 2020,Industry,p1_format_soft,D,D,stop,1
702,mf_0140,Real Estate 2020,Industry,p2_complexity,D,D,stop,1
703,mf_0140,Real Estate 2020,Industry,p4_role,D,D,stop,1
704,mf_0140,Real Estate 2020,Industry,p5_fewshot,D,D,stop,1
705,mf_0141,PwC advised funds managed by Aberdeen Standard Investments on a transaction in renewable energy,Finance,p1_format,B,B,stop,1
706,mf_0141,PwC advised funds managed by Aberdeen Standard Investments on a transaction in renewable energy,Finance,p1_format_soft,B,B,stop,1
707,mf_0141,PwC advised funds managed by Aberdeen Standard Investments on a transaction in renewable energy,Finance,p2_complexity,B,B,stop,1
708,mf_0141,PwC advised funds managed by Aberdeen Standard Investments on a transaction in renewable energy,Finance,p4_role,B,B,stop,1
709,mf_0141,PwC advised funds managed by Aberdeen Standard Investments on a transaction in renewable energy,Finance,p5_fewshot,B,B,stop,1
710,mf_0142,Transparency and Good Governance,Government & Controls,p1_format,C,C,stop,1
711,mf_0142,Transparency and Good Governance,Government & Controls,p1_format_soft,C,C,stop,1
712,mf_0142,Transparency and Good Governance,Government & Controls,p2_complexity,C,C,stop,1
713,mf_0142,Transparency and Good Governance,Government & Controls,p4_role,C,C,stop,1
714,mf_0142,Transparency and Good Governance,Government & Controls,p5_fewshot,C,C,stop,1
715,mf_0143,PwC's 22nd CEO Survey - Greek report,Business & Management,p1_format,A,A,stop,1
716,mf_0143,PwC's 22nd CEO Survey - Greek report,Business & Management,p1_format_soft,A,A,stop,1
717,mf_0143,PwC's 22nd CEO Survey - Greek report,Business & Management,p2_complexity,A,A,stop,1
718,mf_0143,PwC's 22nd CEO Survey - Greek report,Business & Management,p4_role,A,A,stop,1
719,mf_0143,PwC's 22nd CEO Survey - Greek report,Business & Management,p5_fewshot,A,A,stop,1
720,mf_0144,SAP Lumira and Predictive Analytics,Technology,p1_format,F,F,stop,1
721,mf_0144,SAP Lumira and Predictive Analytics,Technology,p1_format_soft,F,F,stop,1
722,mf_0144,SAP Lumira and Predictive Analytics,Technology,p2_complexity,F,F,stop,1
723,mf_0144,SAP Lumira and Predictive Analytics,Technology,p4_role,F,F,stop,1
724,mf_0144,SAP Lumira and Predictive Analytics,Technology,p5_fewshot,F,F,stop,1
725,mf_0145,"Tax and legal news, 22 December 2015",Tax & Accounting,p1_format,E,E,stop,1
726,mf_0145,"Tax and legal news, 22 December 2015",Tax & Accounting,p1_format_soft,E,E,stop,1
727,mf_0145,"Tax and legal news, 22 December 2015",Tax & Accounting,p2_complexity,E,E,stop,1
728,mf_0145,"Tax and legal news, 22 December 2015",Tax & Accounting,p4_role,E,E,stop,1
729,mf_0145,"Tax and legal news, 22 December 2015",Tax & Accounting,p5_fewshot,E,E,stop,1
730,mf_0146,PwC rated as a leader in robotic process automation (RPA) service providers in health industries report by independent research firm,Technology,p1_format,F,F,stop,1
731,mf_0146,PwC rated as a leader in robotic process automation (RPA) service providers in health industries report by independent research firm,Technology,p1_format_soft,F,F,stop,1
732,mf_0146,PwC rated as a leader in robotic process automation (RPA) service providers in health industries report by independent research firm,Technology,p2_complexity,F,F,stop,1
733,mf_0146,PwC rated as a leader in robotic process automation (RPA) service providers in health industries report by independent research firm,Technology,p4_role,F,F,stop,1
734,mf_0146,PwC rated as a leader in robotic process automation (RPA) service providers in health industries report by independent research firm,Technology,p5_fewshot,F,F,stop,1
735,mf_0147,Budget 2021,Tax & Accounting,p1_format,E,C,stop,0
736,mf_0147,Budget 2021,Tax & Accounting,p1_format_soft,E,C,stop,0
737,mf_0147,Budget 2021,Tax & Accounting,p2_complexity,E,C,stop,0
738,mf_0147,Budget 2021,Tax & Accounting,p4_role,E,C,stop,0
739,mf_0147,Budget 2021,Tax & Accounting,p5_fewshot,E,C,stop,0
740,mf_0148,PwC Tax Forum 2020,Tax & Accounting,p1_format,E,E,stop,1
741,mf_0148,PwC Tax Forum 2020,Tax & Accounting,p1_format_soft,E,E,stop,1
742,mf_0148,PwC Tax Forum 2020,Tax & Accounting,p2_complexity,E,E,stop,1
743,mf_0148,PwC Tax Forum 2020,Tax & Accounting,p4_role,E,E,stop,1
744,mf_0148,PwC Tax Forum 2020,Tax & Accounting,p5_fewshot,E,E,stop,1
745,mf_0149,Strategic supply management,Industry,p1_format,D,A,stop,0
746,mf_0149,Strategic supply management,Industry,p1_format_soft,D,A,stop,0
747,mf_0149,Strategic supply management,Industry,p2_complexity,D,A,stop,0
748,mf_0149,Strategic supply management,Industry,p4_role,D,A,stop,0
749,mf_0149,Strategic supply management,Industry,p5_fewshot,D,A,stop,0
750,mf_0150,Transaction Services,Finance,p1_format,B,B,stop,1
751,mf_0150,Transaction Services,Finance,p1_format_soft,B,B,stop,1
752,mf_0150,Transaction Services,Finance,p2_complexity,B,B,stop,1
753,mf_0150,Transaction Services,Finance,p4_role,B,B,stop,1
754,mf_0150,Transaction Services,Finance,p5_fewshot,B,B,stop,1
755,mf_0151,Tax Flash: Exit taxation - Application details,Tax & Accounting,p1_format,E,E,stop,1
756,mf_0151,Tax Flash: Exit taxation - Application details,Tax & Accounting,p1_format_soft,E,E,stop,1
757,mf_0151,Tax Flash: Exit taxation - Application details,Tax & Accounting,p2_complexity,E,E,stop,1
758,mf_0151,Tax Flash: Exit taxation - Application details,Tax & Accounting,p4_role,E,E,stop,1
759,mf_0151,Tax Flash: Exit taxation - Application details,Tax & Accounting,p5_fewshot,E,E,stop,1
760,mf_0152,Magazine publishing,Industry,p1_format,D,D,stop,1
761,mf_0152,Magazine publishing,Industry,p1_format_soft,D,D,stop,1
762,mf_0152,Magazine publishing,Industry,p2_complexity,D,D,stop,1
763,mf_0152,Magazine publishing,Industry,p4_role,D,D,stop,1
764,mf_0152,Magazine publishing,Industry,p5_fewshot,D,D,stop,1
765,mf_0153,PwC named a Leader in the IDC MarketScape for Worldwide Cloud Professional Services 2020,Technology,p1_format,F,F,stop,1
766,mf_0153,PwC named a Leader in the IDC MarketScape for Worldwide Cloud Professional Services 2020,Technology,p1_format_soft,F,F,stop,1
767,mf_0153,PwC named a Leader in the IDC MarketScape for Worldwide Cloud Professional Services 2020,Technology,p2_complexity,F,F,stop,1
768,mf_0153,PwC named a Leader in the IDC MarketScape for Worldwide Cloud Professional Services 2020,Technology,p4_role,F,F,stop,1
769,mf_0153,PwC named a Leader in the IDC MarketScape for Worldwide Cloud Professional Services 2020,Technology,p5_fewshot,F,F,stop,1
770,mf_0154,Drive to digital treasury,Tax & Accounting,p1_format,E,B,stop,0
771,mf_0154,Drive to digital treasury,Tax & Accounting,p1_format_soft,E,B,stop,0
772,mf_0154,Drive to digital treasury,Tax & Accounting,p2_complexity,E,B,stop,0
773,mf_0154,Drive to digital treasury,Tax & Accounting,p4_role,E,B,stop,0
774,mf_0154,Drive to digital treasury,Tax & Accounting,p5_fewshot,E,B,stop,0
775,mf_0155,Transaction Services,Finance,p1_format,B,B,stop,1
776,mf_0155,Transaction Services,Finance,p1_format_soft,B,B,stop,1
777,mf_0155,Transaction Services,Finance,p2_complexity,B,B,stop,1
778,mf_0155,Transaction Services,Finance,p4_role,B,B,stop,1
779,mf_0155,Transaction Services,Finance,p5_fewshot,B,B,stop,1
780,mf_0156,PwC publishes annual Worldwide Tax Summaries - Corporate Taxes 2017/18,Tax & Accounting,p1_format,E,E,stop,1
781,mf_0156,PwC publishes annual Worldwide Tax Summaries - Corporate Taxes 2017/18,Tax & Accounting,p1_format_soft,E,E,stop,1
782,mf_0156,PwC publishes annual Worldwide Tax Summaries - Corporate Taxes 2017/18,Tax & Accounting,p2_complexity,E,E,stop,1
783,mf_0156,PwC publishes annual Worldwide Tax Summaries - Corporate Taxes 2017/18,Tax & Accounting,p4_role,E,E,stop,1
784,mf_0156,PwC publishes annual Worldwide Tax Summaries - Corporate Taxes 2017/18,Tax & Accounting,p5_fewshot,E,E,stop,1
785,mf_0157,Business strategy,Business & Management,p1_format,A,A,stop,1
786,mf_0157,Business strategy,Business & Management,p1_format_soft,A,A,stop,1
787,mf_0157,Business strategy,Business & Management,p2_complexity,A,A,stop,1
788,mf_0157,Business strategy,Business & Management,p4_role,A,A,stop,1
789,mf_0157,Business strategy,Business & Management,p5_fewshot,A,A,stop,1
790,mf_0158,Smarter Risk Taking: Delivering a AI-Based Risk Information and Decision Management System in the 21st Century,Technology,p1_format,F,F,stop,1
791,mf_0158,Smarter Risk Taking: Delivering a AI-Based Risk Information and Decision Management System in the 21st Century,Technology,p1_format_soft,F,F,stop,1
792,mf_0158,Smarter Risk Taking: Delivering a AI-Based Risk Information and Decision Management System in the 21st Century,Technology,p2_complexity,F,F,stop,1
793,mf_0158,Smarter Risk Taking: Delivering a AI-Based Risk Information and Decision Management System in the 21st Century,Technology,p4_role,F,F,stop,1
794,mf_0158,Smarter Risk Taking: Delivering a AI-Based Risk Information and Decision Management System in the 21st Century,Technology,p5_fewshot,F,F,stop,1
795,mf_0159,Tax Flash: New Tax Bill - Individuals income taxation,Tax & Accounting,p1_format,E,E,stop,1
796,mf_0159,Tax Flash: New Tax Bill - Individuals income taxation,Tax & Accounting,p1_format_soft,E,E,stop,1
797,mf_0159,Tax Flash: New Tax Bill - Individuals income taxation,Tax & Accounting,p2_complexity,E,E,stop,1
798,mf_0159,Tax Flash: New Tax Bill - Individuals income taxation,Tax & Accounting,p4_role,E,E,stop,1
799,mf_0159,Tax Flash: New Tax Bill - Individuals income taxation,Tax & Accounting,p5_fewshot,E,E,stop,1
800,mf_0160,Why not delete income tax at all?,Tax & Accounting,p1_format,E,E,stop,1
801,mf_0160,Why not delete income tax at all?,Tax & Accounting,p1_format_soft,E,E,stop,1
802,mf_0160,Why not delete income tax at all?,Tax & Accounting,p2_complexity,E,E,stop,1
803,mf_0160,Why not delete income tax at all?,Tax & Accounting,p4_role,E,E,stop,1
804,mf_0160,Why not delete income tax at all?,Tax & Accounting,p5_fewshot,E,E,stop,1
805,mf_0161,Cleantech,Industry,p1_format,D,F,stop,0
806,mf_0161,Cleantech,Industry,p1_format_soft,D,F,stop,0
807,mf_0161,Cleantech,Industry,p2_complexity,D,D,stop,1
808,mf_0161,Cleantech,Industry,p4_role,D,D,stop,1
809,mf_0161,Cleantech,Industry,p5_fewshot,D,D,stop,1
810,mf_0162,Mergers & Acquisitions,Finance,p1_format,B,B,stop,1
811,mf_0162,Mergers & Acquisitions,Finance,p1_format_soft,B,B,stop,1
812,mf_0162,Mergers & Acquisitions,Finance,p2_complexity,B,B,stop,1
813,mf_0162,Mergers & Acquisitions,Finance,p4_role,B,B,stop,1
814,mf_0162,Mergers & Acquisitions,Finance,p5_fewshot,B,B,stop,1
815,mf_0163,2020 Global Digital IQ,Technology,p1_format,F,F,stop,1
816,mf_0163,2020 Global Digital IQ,Technology,p1_format_soft,F,F,stop,1
817,mf_0163,2020 Global Digital IQ,Technology,p2_complexity,F,F,stop,1
818,mf_0163,2020 Global Digital IQ,Technology,p4_role,F,F,stop,1
819,mf_0163,2020 Global Digital IQ,Technology,p5_fewshot,F,F,stop,1
820,mf_0164,Global Entertainment & Media Outlook 2019–2023,Industry,p1_format,D,D,stop,1
821,mf_0164,Global Entertainment & Media Outlook 2019–2023,Industry,p1_format_soft,D,D,stop,1
822,mf_0164,Global Entertainment & Media Outlook 2019–2023,Industry,p2_complexity,D,D,stop,1
823,mf_0164,Global Entertainment & Media Outlook 2019–2023,Industry,p4_role,D,D,stop,1
824,mf_0164,Global Entertainment & Media Outlook 2019–2023,Industry,p5_fewshot,D,D,stop,1
825,mf_0165,Retail & Consumer,Industry,p1_format,D,D,stop,1
826,mf_0165,Retail & Consumer,Industry,p1_format_soft,D,D,stop,1
827,mf_0165,Retail & Consumer,Industry,p2_complexity,D,D,stop,1
828,mf_0165,Retail & Consumer,Industry,p4_role,D,D,stop,1
829,mf_0165,Retail & Consumer,Industry,p5_fewshot,D,D,stop,1
830,mf_0166,ALM Intelligence rates PwC a global leader in HR Operations Consulting,Business & Management,p1_format,A,A,stop,1
831,mf_0166,ALM Intelligence rates PwC a global leader in HR Operations Consulting,Business & Management,p1_format_soft,A,A,stop,1
832,mf_0166,ALM Intelligence rates PwC a global leader in HR Operations Consulting,Business & Management,p2_complexity,A,A,stop,1
833,mf_0166,ALM Intelligence rates PwC a global leader in HR Operations Consulting,Business & Management,p4_role,A,A,stop,1
834,mf_0166,ALM Intelligence rates PwC a global leader in HR Operations Consulting,Business & Management,p5_fewshot,A,A,stop,1
835,mf_0167,The human side of crisis,Business & Management,p1_format,A,A,stop,1
836,mf_0167,The human side of crisis,Business & Management,p1_format_soft,A,A,stop,1
837,mf_0167,The human side of crisis,Business & Management,p2_complexity,A,A,stop,1
838,mf_0167,The human side of crisis,Business & Management,p4_role,A,A,stop,1
839,mf_0167,The human side of crisis,Business & Management,p5_fewshot,A,A,stop,1
840,mf_0168,@digital #11: Machine Experience,Technology,p1_format,F,F,stop,1
841,mf_0168,@digital #11: Machine Experience,Technology,p1_format_soft,F,F,stop,1
842,mf_0168,@digital #11: Machine Experience,Technology,p2_complexity,F,F,stop,1
843,mf_0168,@digital #11: Machine Experience,Technology,p4_role,F,F,stop,1
844,mf_0168,@digital #11: Machine Experience,Technology,p5_fewshot,F,F,stop,1
845,mf_0169,Business transformation is a continuous process,Business & Management,p1_format,A,A,stop,1
846,mf_0169,Business transformation is a continuous process,Business & Management,p1_format_soft,A,A,stop,1
847,mf_0169,Business transformation is a continuous process,Business & Management,p2_complexity,A,A,stop,1
848,mf_0169,Business transformation is a continuous process,Business & Management,p4_role,A,A,stop,1
849,mf_0169,Business transformation is a continuous process,Business & Management,p5_fewshot,A,A,stop,1
850,mf_0170,CEO optimism booms despite increasing anxiety over threats to growth,Business & Management,p1_format,A,A,stop,1
851,mf_0170,CEO optimism booms despite increasing anxiety over threats to growth,Business & Management,p1_format_soft,A,A,stop,1
852,mf_0170,CEO optimism booms despite increasing anxiety over threats to growth,Business & Management,p2_complexity,A,A,stop,1
853,mf_0170,CEO optimism booms despite increasing anxiety over threats to growth,Business & Management,p4_role,A,A,stop,1
854,mf_0170,CEO optimism booms despite increasing anxiety over threats to growth,Business & Management,p5_fewshot,A,A,stop,1
855,mf_0171,IFRS 17,Tax & Accounting,p1_format,E,E,stop,1
856,mf_0171,IFRS 17,Tax & Accounting,p1_format_soft,E,E,stop,1
857,mf_0171,IFRS 17,Tax & Accounting,p2_complexity,E,E,stop,1
858,mf_0171,IFRS 17,Tax & Accounting,p4_role,E,E,stop,1
859,mf_0171,IFRS 17,Tax & Accounting,p5_fewshot,E,E,stop,1
860,mf_0172,"Building sustainable, inclusive transportation systems: A framework for the future",Industry,p1_format,D,D,stop,1
861,mf_0172,"Building sustainable, inclusive transportation systems: A framework for the future",Industry,p1_format_soft,D,D,stop,1
862,mf_0172,"Building sustainable, inclusive transportation systems: A framework for the future",Industry,p2_complexity,D,C,stop,0
863,mf_0172,"Building sustainable, inclusive transportation systems: A framework for the future",Industry,p4_role,D,D,stop,1
864,mf_0172,"Building sustainable, inclusive transportation systems: A framework for the future",Industry,p5_fewshot,D,D,stop,1
865,mf_0173,Engineering and Construction Industry,Industry,p1_format,D,D,stop,1
866,mf_0173,Engineering and Construction Industry,Industry,p1_format_soft,D,D,stop,1
867,mf_0173,Engineering and Construction Industry,Industry,p2_complexity,D,D,stop,1
868,mf_0173,Engineering and Construction Industry,Industry,p4_role,D,D,stop,1
869,mf_0173,Engineering and Construction Industry,Industry,p5_fewshot,D,D,stop,1
870,mf_0174,Doing Business Globally Spotlight: Brazil,Government & Controls,p1_format,C,A,stop,0
871,mf_0174,Doing Business Globally Spotlight: Brazil,Government & Controls,p1_format_soft,C,A,stop,0
872,mf_0174,Doing Business Globally Spotlight: Brazil,Government & Controls,p2_complexity,C,A,stop,0
873,mf_0174,Doing Business Globally Spotlight: Brazil,Government & Controls,p4_role,C,A,stop,0
874,mf_0174,Doing Business Globally Spotlight: Brazil,Government & Controls,p5_fewshot,C,A,stop,0
875,mf_0175,New approach to SAF-T structure for VAT - JPK_VAT corrections rules in 2018,Tax & Accounting,p1_format,E,E,stop,1
876,mf_0175,New approach to SAF-T structure for VAT - JPK_VAT corrections rules in 2018,Tax & Accounting,p1_format_soft,E,E,stop,1
877,mf_0175,New approach to SAF-T structure for VAT - JPK_VAT corrections rules in 2018,Tax & Accounting,p2_complexity,E,E,stop,1
878,mf_0175,New approach to SAF-T structure for VAT - JPK_VAT corrections rules in 2018,Tax & Accounting,p4_role,E,E,stop,1
879,mf_0175,New approach to SAF-T structure for VAT - JPK_VAT corrections rules in 2018,Tax & Accounting,p5_fewshot,E,E,stop,1
880,mf_0176,Worldwide Tax Summaries,Tax & Accounting,p1_format,E,E,stop,1
881,mf_0176,Worldwide Tax Summaries,Tax & Accounting,p1_format_soft,E,E,stop,1
882,mf_0176,Worldwide Tax Summaries,Tax & Accounting,p2_complexity,E,E,stop,1
883,mf_0176,Worldwide Tax Summaries,Tax & Accounting,p4_role,E,E,stop,1
884,mf_0176,Worldwide Tax Summaries,Tax & Accounting,p5_fewshot,E,E,stop,1
885,mf_0177,Banking and capital markets,Finance,p1_format,B,B,stop,1
886,mf_0177,Banking and capital markets,Finance,p1_format_soft,B,B,stop,1
887,mf_0177,Banking and capital markets,Finance,p2_complexity,B,B,stop,1
888,mf_0177,Banking and capital markets,Finance,p4_role,B,B,stop,1
889,mf_0177,Banking and capital markets,Finance,p5_fewshot,B,B,stop,1
890,mf_0178,PwC and Alpina Publisher have announced publication of the book The Critical Few,Industry,p1_format,D,A,stop,0
891,mf_0178,PwC and Alpina Publisher have announced publication of the book The Critical Few,Industry,p1_format_soft,D,A,stop,0
892,mf_0178,PwC and Alpina Publisher have announced publication of the book The Critical Few,Industry,p2_complexity,D,A,stop,0
893,mf_0178,PwC and Alpina Publisher have announced publication of the book The Critical Few,Industry,p4_role,D,A,stop,0
894,mf_0178,PwC and Alpina Publisher have announced publication of the book The Critical Few,Industry,p5_fewshot,D,A,stop,0
895,mf_0179,IFRS News,Tax & Accounting,p1_format,E,E,stop,1
896,mf_0179,IFRS News,Tax & Accounting,p1_format_soft,E,E,stop,1
897,mf_0179,IFRS News,Tax & Accounting,p2_complexity,E,E,stop,1
898,mf_0179,IFRS News,Tax & Accounting,p4_role,E,E,stop,1
899,mf_0179,IFRS News,Tax & Accounting,p5_fewshot,E,E,stop,1
900,mf_0180,PwC strengthens its business consulting practice with acquisition of pricing boutique Fern Partners,Finance,p1_format,B,A,stop,0
901,mf_0180,PwC strengthens its business consulting practice with acquisition of pricing boutique Fern Partners,Finance,p1_format_soft,B,A,stop,0
902,mf_0180,PwC strengthens its business consulting practice with acquisition of pricing boutique Fern Partners,Finance,p2_complexity,B,A,stop,0
903,mf_0180,PwC strengthens its business consulting practice with acquisition of pricing boutique Fern Partners,Finance,p4_role,B,A,stop,0
904,mf_0180,PwC strengthens its business consulting practice with acquisition of pricing boutique Fern Partners,Finance,p5_fewshot,B,A,stop,0
905,mf_0181,Asset and Wealth Management confidence high but slow adoption of  technology change could threaten growth,Finance,p1_format,B,B,stop,1
906,mf_0181,Asset and Wealth Management confidence high but slow adoption of  technology change could threaten growth,Finance,p1_format_soft,B,B,stop,1
907,mf_0181,Asset and Wealth Management confidence high but slow adoption of  technology change could threaten growth,Finance,p2_complexity,B,B,stop,1
908,mf_0181,Asset and Wealth Management confidence high but slow adoption of  technology change could threaten growth,Finance,p4_role,B,B,stop,1
909,mf_0181,Asset and Wealth Management confidence high but slow adoption of  technology change could threaten growth,Finance,p5_fewshot,B,B,stop,1
910,mf_0182,"Tax and legal news, March 2018",Tax & Accounting,p1_format,E,E,stop,1
911,mf_0182,"Tax and legal news, March 2018",Tax & Accounting,p1_format_soft,E,E,stop,1
912,mf_0182,"Tax and legal news, March 2018",Tax & Accounting,p2_complexity,E,E,stop,1
913,mf_0182,"Tax and legal news, March 2018",Tax & Accounting,p4_role,E,E,stop,1
914,mf_0182,"Tax and legal news, March 2018",Tax & Accounting,p5_fewshot,E,E,stop,1
915,mf_0183,"Legal Flash: Amendments to the Greek Bankruptcy Code, the Law on the Out-of-Court Work Out Mechanism (OCW) and the Law on Non-Performing Loan Management Companies",Finance,p1_format,B,C,stop,0
916,mf_0183,"Legal Flash: Amendments to the Greek Bankruptcy Code, the Law on the Out-of-Court Work Out Mechanism (OCW) and the Law on Non-Performing Loan Management Companies",Finance,p1_format_soft,B,B,stop,1
917,mf_0183,"Legal Flash: Amendments to the Greek Bankruptcy Code, the Law on the Out-of-Court Work Out Mechanism (OCW) and the Law on Non-Performing Loan Management Companies",Finance,p2_complexity,B,B,stop,1
918,mf_0183,"Legal Flash: Amendments to the Greek Bankruptcy Code, the Law on the Out-of-Court Work Out Mechanism (OCW) and the Law on Non-Performing Loan Management Companies",Finance,p4_role,B,C,stop,0
919,mf_0183,"Legal Flash: Amendments to the Greek Bankruptcy Code, the Law on the Out-of-Court Work Out Mechanism (OCW) and the Law on Non-Performing Loan Management Companies",Finance,p5_fewshot,B,B,stop,1
920,mf_0184,Data Analytics,Technology,p1_format,F,F,stop,1
921,mf_0184,Data Analytics,Technology,p1_format_soft,F,F,stop,1
922,mf_0184,Data Analytics,Technology,p2_complexity,F,F,stop,1
923,mf_0184,Data Analytics,Technology,p4_role,F,F,stop,1
924,mf_0184,Data Analytics,Technology,p5_fewshot,F,F,stop,1
925,mf_0185,Technology alliances,Technology,p1_format,F,F,stop,1
926,mf_0185,Technology alliances,Technology,p1_format_soft,F,F,stop,1
927,mf_0185,Technology alliances,Technology,p2_complexity,F,F,stop,1
928,mf_0185,Technology alliances,Technology,p4_role,F,F,stop,1
929,mf_0185,Technology alliances,Technology,p5_fewshot,F,F,stop,1
930,mf_0186,Logistics and Supply Chain Management,Industry,p1_format,D,A,stop,0
931,mf_0186,Logistics and Supply Chain Management,Industry,p1_format_soft,D,A,stop,0
932,mf_0186,Logistics and Supply Chain Management,Industry,p2_complexity,D,A,stop,0
933,mf_0186,Logistics and Supply Chain Management,Industry,p4_role,D,A,stop,0
934,mf_0186,Logistics and Supply Chain Management,Industry,p5_fewshot,D,A,stop,0
935,mf_0187,"IFRS news, February 2020",Tax & Accounting,p1_format,E,E,stop,1
936,mf_0187,"IFRS news, February 2020",Tax & Accounting,p1_format_soft,E,E,stop,1
937,mf_0187,"IFRS news, February 2020",Tax & Accounting,p2_complexity,E,E,stop,1
938,mf_0187,"IFRS news, February 2020",Tax & Accounting,p4_role,E,E,stop,1
939,mf_0187,"IFRS news, February 2020",Tax & Accounting,p5_fewshot,E,E,stop,1
940,mf_0188,Corporate Governance,Government & Controls,p1_format,C,C,stop,1
941,mf_0188,Corporate Governance,Government & Controls,p1_format_soft,C,A,stop,0
942,mf_0188,Corporate Governance,Government & Controls,p2_complexity,C,A,stop,0
943,mf_0188,Corporate Governance,Government & Controls,p4_role,C,A,stop,0
944,mf_0188,Corporate Governance,Government & Controls,p5_fewshot,C,A,stop,0
945,mf_0189,Countdown to the 2016 Global Family Business Survey,Business & Management,p1_format,A,A,stop,1
946,mf_0189,Countdown to the 2016 Global Family Business Survey,Business & Management,p1_format_soft,A,A,stop,1
947,mf_0189,Countdown to the 2016 Global Family Business Survey,Business & Management,p2_complexity,A,A,stop,1
948,mf_0189,Countdown to the 2016 Global Family Business Survey,Business & Management,p4_role,A,A,stop,1
949,mf_0189,Countdown to the 2016 Global Family Business Survey,Business & Management,p5_fewshot,A,A,stop,1
950,mf_0190,M&A Integration - Focus on Financial services,Finance,p1_format,B,B,stop,1
951,mf_0190,M&A Integration - Focus on Financial services,Finance,p1_format_soft,B,B,stop,1
952,mf_0190,M&A Integration - Focus on Financial services,Finance,p2_complexity,B,B,stop,1
953,mf_0190,M&A Integration - Focus on Financial services,Finance,p4_role,B,B,stop,1
954,mf_0190,M&A Integration - Focus on Financial services,Finance,p5_fewshot,B,B,stop,1
955,mf_0191,US tax reform,Tax & Accounting,p1_format,E,E,stop,1
956,mf_0191,US tax reform,Tax & Accounting,p1_format_soft,E,E,stop,1
957,mf_0191,US tax reform,Tax & Accounting,p2_complexity,E,E,stop,1
958,mf_0191,US tax reform,Tax & Accounting,p4_role,E,E,stop,1
959,mf_0191,US tax reform,Tax & Accounting,p5_fewshot,E,E,stop,1
960,mf_0192,Real estate valuation and management,Industry,p1_format,D,D,stop,1
961,mf_0192,Real estate valuation and management,Industry,p1_format_soft,D,D,stop,1
962,mf_0192,Real estate valuation and management,Industry,p2_complexity,D,B,stop,0
963,mf_0192,Real estate valuation and management,Industry,p4_role,D,D,stop,1
964,mf_0192,Real estate valuation and management,Industry,p5_fewshot,D,D,stop,1
965,mf_0193,"Industry 4.0 “the Polish way” – where are we, compared to Europe?",Technology,p1_format,F,D,stop,0
966,mf_0193,"Industry 4.0 “the Polish way” – where are we, compared to Europe?",Technology,p1_format_soft,F,D,stop,0
967,mf_0193,"Industry 4.0 “the Polish way” – where are we, compared to Europe?",Technology,p2_complexity,F,D,stop,0
968,mf_0193,"Industry 4.0 “the Polish way” – where are we, compared to Europe?",Technology,p4_role,F,D,stop,0
969,mf_0193,"Industry 4.0 “the Polish way” – where are we, compared to Europe?",Technology,p5_fewshot,F,D,stop,0
