custom_id,question_id,arc_id,answerKey,predicted,correct,parse_method,raw_response,perturbation_type
364,72,Mercury_7136885,B,B,1,heuristic,Answer: B,p5_fewshot
365,73,Mercury_SC_400059,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
366,73,Mercury_SC_400059,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
367,73,Mercury_SC_400059,D,D,1,heuristic,D,p2_complexity
368,73,Mercury_SC_400059,D,D,1,heuristic,D,p4_role
369,73,Mercury_SC_400059,D,D,1,heuristic,Answer: D,p5_fewshot
370,74,Mercury_7044328,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
371,74,Mercury_7044328,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
372,74,Mercury_7044328,D,D,1,heuristic,D,p2_complexity
373,74,Mercury_7044328,D,D,1,heuristic,D,p4_role
374,74,Mercury_7044328,D,D,1,heuristic,Answer: D,p5_fewshot
375,75,MEA_2010_8_1,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
376,75,MEA_2010_8_1,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
377,75,MEA_2010_8_1,A,A,1,heuristic,A,p2_complexity
378,75,MEA_2010_8_1,A,A,1,heuristic,A,p4_role
379,75,MEA_2010_8_1,A,A,1,heuristic,Answer: A,p5_fewshot
380,76,Mercury_414099,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
381,76,Mercury_414099,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
382,76,Mercury_414099,B,B,1,heuristic,B,p2_complexity
383,76,Mercury_414099,B,B,1,heuristic,B,p4_role
384,76,Mercury_414099,B,B,1,heuristic,B,p5_fewshot
385,77,Mercury_410807,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
386,77,Mercury_410807,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
387,77,Mercury_410807,B,B,1,heuristic,B,p2_complexity
388,77,Mercury_410807,B,B,1,heuristic,B,p4_role
389,77,Mercury_410807,B,B,1,heuristic,B,p5_fewshot
390,78,Mercury_403234,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
391,78,Mercury_403234,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
392,78,Mercury_403234,B,B,1,heuristic,B,p2_complexity
393,78,Mercury_403234,B,B,1,heuristic,B,p4_role
394,78,Mercury_403234,B,B,1,heuristic,B,p5_fewshot
395,79,Mercury_7011323,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
396,79,Mercury_7011323,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
397,79,Mercury_7011323,A,A,1,heuristic,A,p2_complexity
398,79,Mercury_7011323,A,A,1,heuristic,A,p4_role
399,79,Mercury_7011323,A,A,1,heuristic,Answer: A,p5_fewshot
400,80,Mercury_7109463,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
401,80,Mercury_7109463,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
402,80,Mercury_7109463,D,D,1,heuristic,D,p2_complexity
403,80,Mercury_7109463,D,D,1,heuristic,D,p4_role
404,80,Mercury_7109463,D,D,1,heuristic,D,p5_fewshot
405,81,Mercury_SC_401277,C,C,1,json,"{""answer"": ""C""}",p1_format
406,81,Mercury_SC_401277,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
407,81,Mercury_SC_401277,C,C,1,heuristic,C,p2_complexity
408,81,Mercury_SC_401277,C,C,1,heuristic,C,p4_role
409,81,Mercury_SC_401277,C,C,1,heuristic,Answer: C,p5_fewshot
410,82,MCAS_2005_5_25,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
411,82,MCAS_2005_5_25,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
412,82,MCAS_2005_5_25,C,C,1,heuristic,C,p2_complexity
413,82,MCAS_2005_5_25,C,C,1,heuristic,C,p4_role
414,82,MCAS_2005_5_25,C,C,1,heuristic,C,p5_fewshot
415,83,Mercury_SC_401272,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
416,83,Mercury_SC_401272,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
417,83,Mercury_SC_401272,D,D,1,heuristic,D,p2_complexity
418,83,Mercury_SC_401272,D,D,1,heuristic,D,p4_role
419,83,Mercury_SC_401272,D,D,1,heuristic,D,p5_fewshot
420,84,Mercury_7103600,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
421,84,Mercury_7103600,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
422,84,Mercury_7103600,D,D,1,heuristic,D,p2_complexity
423,84,Mercury_7103600,D,D,1,heuristic,D,p4_role
424,84,Mercury_7103600,D,D,1,heuristic,D,p5_fewshot
425,85,MDSA_2009_8_2,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
426,85,MDSA_2009_8_2,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
427,85,MDSA_2009_8_2,A,A,1,heuristic,A,p2_complexity
428,85,MDSA_2009_8_2,A,A,1,heuristic,A,p4_role
429,85,MDSA_2009_8_2,A,A,1,heuristic,A,p5_fewshot
430,86,Mercury_7127943,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
431,86,Mercury_7127943,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
432,86,Mercury_7127943,A,A,1,heuristic,A,p2_complexity
433,86,Mercury_7127943,A,A,1,heuristic,A,p4_role
434,86,Mercury_7127943,A,A,1,heuristic,Answer: A,p5_fewshot
435,87,ACTAAP_2009_7_8,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
436,87,ACTAAP_2009_7_8,D,C,0,json,"{""answer"": ""C""}",p1_format_soft
437,87,ACTAAP_2009_7_8,D,D,1,heuristic,D,p2_complexity
438,87,ACTAAP_2009_7_8,D,D,1,heuristic,D,p4_role
439,87,ACTAAP_2009_7_8,D,D,1,heuristic,D,p5_fewshot
440,88,MCAS_2006_9_43,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
441,88,MCAS_2006_9_43,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
442,88,MCAS_2006_9_43,C,C,1,heuristic,C,p2_complexity
443,88,MCAS_2006_9_43,C,C,1,heuristic,C,p4_role
444,88,MCAS_2006_9_43,C,C,1,heuristic,C,p5_fewshot
445,89,Mercury_7252088,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
446,89,Mercury_7252088,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
447,89,Mercury_7252088,C,C,1,heuristic,C,p2_complexity
448,89,Mercury_7252088,C,C,1,heuristic,C,p4_role
449,89,Mercury_7252088,C,C,1,heuristic,Answer: C,p5_fewshot
450,90,Mercury_7084665,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
451,90,Mercury_7084665,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
452,90,Mercury_7084665,A,A,1,heuristic,A,p2_complexity
453,90,Mercury_7084665,A,A,1,heuristic,A,p4_role
454,90,Mercury_7084665,A,A,1,heuristic,Answer: A,p5_fewshot
455,91,FCAT_2008_5_2,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
456,91,FCAT_2008_5_2,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
457,91,FCAT_2008_5_2,D,D,1,heuristic,D,p2_complexity
458,91,FCAT_2008_5_2,D,D,1,heuristic,D,p4_role
459,91,FCAT_2008_5_2,D,D,1,heuristic,D,p5_fewshot
460,92,Mercury_SC_414041,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
461,92,Mercury_SC_414041,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
462,92,Mercury_SC_414041,D,D,1,heuristic,D,p2_complexity
463,92,Mercury_SC_414041,D,D,1,heuristic,D,p4_role
464,92,Mercury_SC_414041,D,D,1,heuristic,D,p5_fewshot
465,93,MCAS_2014_8_20,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
466,93,MCAS_2014_8_20,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
467,93,MCAS_2014_8_20,A,A,1,heuristic,A,p2_complexity
468,93,MCAS_2014_8_20,A,A,1,heuristic,A,p4_role
469,93,MCAS_2014_8_20,A,A,1,heuristic,Answer: A,p5_fewshot
470,94,Mercury_SC_401116,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
471,94,Mercury_SC_401116,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
472,94,Mercury_SC_401116,B,B,1,heuristic,B,p2_complexity
473,94,Mercury_SC_401116,B,B,1,heuristic,B,p4_role
474,94,Mercury_SC_401116,B,B,1,heuristic,B,p5_fewshot
475,95,Mercury_7064680,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
476,95,Mercury_7064680,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
477,95,Mercury_7064680,C,C,1,heuristic,C,p2_complexity
478,95,Mercury_7064680,C,C,1,heuristic,C,p4_role
479,95,Mercury_7064680,C,C,1,heuristic,Answer: C,p5_fewshot
480,96,Mercury_7211680,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
481,96,Mercury_7211680,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
482,96,Mercury_7211680,C,C,1,heuristic,C,p2_complexity
483,96,Mercury_7211680,C,C,1,heuristic,C,p4_role
484,96,Mercury_7211680,C,C,1,heuristic,C,p5_fewshot
485,97,Mercury_180373,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
486,97,Mercury_180373,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
487,97,Mercury_180373,B,B,1,heuristic,B,p2_complexity
488,97,Mercury_180373,B,B,1,heuristic,B,p4_role
489,97,Mercury_180373,B,B,1,heuristic,Answer: B,p5_fewshot
490,98,Mercury_7216248,B,B,1,json,"{""answer"": ""B""}",p1_format
491,98,Mercury_7216248,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
492,98,Mercury_7216248,B,B,1,heuristic,B,p2_complexity
493,98,Mercury_7216248,B,B,1,heuristic,B,p4_role
494,98,Mercury_7216248,B,B,1,heuristic,B,p5_fewshot
495,99,Mercury_SC_417677,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
496,99,Mercury_SC_417677,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
497,99,Mercury_SC_417677,B,B,1,heuristic,B,p2_complexity
498,99,Mercury_SC_417677,B,B,1,heuristic,B,p4_role
499,99,Mercury_SC_417677,B,B,1,heuristic,B,p5_fewshot
