custom_id,unique_id,full_name,perturbation_type,gold,predicted,finish_reason,correct
1118,ll_0223,Kimberly Nguyen,p4_role,yn,yn,stop,1
1119,ll_0223,Kimberly Nguyen,p5_fewshot,yn,yn,stop,1
1120,ll_0224,Jorge Fernandez,p1_format,ez,ez,stop,1
1121,ll_0224,Jorge Fernandez,p1_format_soft,ez,ez,stop,1
1122,ll_0224,Jorge Fernandez,p2_complexity,ez,ez,stop,1
1123,ll_0224,Jorge Fernandez,p4_role,ez,ez,stop,1
1124,ll_0224,Jorge Fernandez,p5_fewshot,ez,ez,stop,1
1125,ll_0225,Patricia Adams,p1_format,as,as,stop,1
1126,ll_0225,Patricia Adams,p1_format_soft,as,as,stop,1
1127,ll_0225,Patricia Adams,p2_complexity,as,as,stop,1
1128,ll_0225,Patricia Adams,p4_role,as,as,stop,1
1129,ll_0225,Patricia Adams,p5_fewshot,as,as,stop,1
1130,ll_0226,Steven Wilson,p1_format,nn,nn,stop,1
1131,ll_0226,Steven Wilson,p1_format_soft,nn,nn,stop,1
1132,ll_0226,Steven Wilson,p2_complexity,nn,nn,stop,1
1133,ll_0226,Steven Wilson,p4_role,nn,nn,stop,1
1134,ll_0226,Steven Wilson,p5_fewshot,nn,nn,stop,1
1135,ll_0227,Kevin Herrera,p1_format,na,na,stop,1
1136,ll_0227,Kevin Herrera,p1_format_soft,na,na,stop,1
1137,ll_0227,Kevin Herrera,p2_complexity,na,na,stop,1
1138,ll_0227,Kevin Herrera,p4_role,na,na,stop,1
1139,ll_0227,Kevin Herrera,p5_fewshot,na,na,stop,1
1140,ll_0228,Miguel Harris,p1_format,ls,ls,stop,1
1141,ll_0228,Miguel Harris,p1_format_soft,ls,ls,stop,1
1142,ll_0228,Miguel Harris,p2_complexity,ls,ls,stop,1
1143,ll_0228,Miguel Harris,p4_role,ls,ls,stop,1
1144,ll_0228,Miguel Harris,p5_fewshot,ls,ls,stop,1
1145,ll_0229,Angel Ruiz,p1_format,lz,lz,stop,1
1146,ll_0229,Angel Ruiz,p1_format_soft,lz,lz,stop,1
1147,ll_0229,Angel Ruiz,p2_complexity,lz,lz,stop,1
1148,ll_0229,Angel Ruiz,p4_role,lz,lz,stop,1
1149,ll_0229,Angel Ruiz,p5_fewshot,lz,lz,stop,1
1150,ll_0230,Lauren Vargas,p1_format,ns,ns,stop,1
1151,ll_0230,Lauren Vargas,p1_format_soft,ns,ns,stop,1
1152,ll_0230,Lauren Vargas,p2_complexity,ns,ns,stop,1
1153,ll_0230,Lauren Vargas,p4_role,ns,ns,stop,1
1154,ll_0230,Lauren Vargas,p5_fewshot,ns,ns,stop,1
1155,ll_0231,Gloria Green,p1_format,an,an,stop,1
1156,ll_0231,Gloria Green,p1_format_soft,an,an,stop,1
1157,ll_0231,Gloria Green,p2_complexity,an,an,stop,1
1158,ll_0231,Gloria Green,p4_role,an,an,stop,1
1159,ll_0231,Gloria Green,p5_fewshot,an,an,stop,1
1160,ll_0232,Miguel Silva,p1_format,la,la,stop,1
1161,ll_0232,Miguel Silva,p1_format_soft,la,la,stop,1
1162,ll_0232,Miguel Silva,p2_complexity,la,la,stop,1
1163,ll_0232,Miguel Silva,p4_role,la,la,stop,1
1164,ll_0232,Miguel Silva,p5_fewshot,la,la,stop,1
1165,ll_0233,Katie Vega,p1_format,ea,ea,stop,1
1166,ll_0233,Katie Vega,p1_format_soft,ea,ea,stop,1
1167,ll_0233,Katie Vega,p2_complexity,ea,ea,stop,1
1168,ll_0233,Katie Vega,p4_role,ea,ea,stop,1
1169,ll_0233,Katie Vega,p5_fewshot,ea,ea,stop,1
1170,ll_0234,Robert Walker,p1_format,tr,tr,stop,1
1171,ll_0234,Robert Walker,p1_format_soft,tr,tr,stop,1
1172,ll_0234,Robert Walker,p2_complexity,tr,tr,stop,1
1173,ll_0234,Robert Walker,p4_role,tr,tr,stop,1
1174,ll_0234,Robert Walker,p5_fewshot,tr,tr,stop,1
1175,ll_0235,Emily Harris,p1_format,ys,ys,stop,1
1176,ll_0235,Emily Harris,p1_format_soft,ys,ys,stop,1
1177,ll_0235,Emily Harris,p2_complexity,ys,ys,stop,1
1178,ll_0235,Emily Harris,p4_role,ys,ys,stop,1
1179,ll_0235,Emily Harris,p5_fewshot,ys,ys,stop,1
1180,ll_0236,Martha Gonzalez,p1_format,az,az,stop,1
1181,ll_0236,Martha Gonzalez,p1_format_soft,az,az,stop,1
1182,ll_0236,Martha Gonzalez,p2_complexity,az,az,stop,1
1183,ll_0236,Martha Gonzalez,p4_role,az,az,stop,1
1184,ll_0236,Martha Gonzalez,p5_fewshot,az,az,stop,1
1185,ll_0237,Daniel Torres,p1_format,ls,ls,stop,1
1186,ll_0237,Daniel Torres,p1_format_soft,ls,ls,stop,1
1187,ll_0237,Daniel Torres,p2_complexity,ls,ns,stop,0
1188,ll_0237,Daniel Torres,p4_role,ls,ns,stop,0
1189,ll_0237,Daniel Torres,p5_fewshot,ls,ns,stop,0
1190,ll_0238,Claudia Aguilar,p1_format,ar,ar,stop,1
1191,ll_0238,Claudia Aguilar,p1_format_soft,ar,ar,stop,1
1192,ll_0238,Claudia Aguilar,p2_complexity,ar,ar,stop,1
1193,ll_0238,Claudia Aguilar,p4_role,ar,ar,stop,1
1194,ll_0238,Claudia Aguilar,p5_fewshot,ar,ar,stop,1
1195,ll_0239,Ashley Patel,p1_format,yl,yl,stop,1
1196,ll_0239,Ashley Patel,p1_format_soft,yl,yl,stop,1
1197,ll_0239,Ashley Patel,p2_complexity,yl,yl,stop,1
1198,ll_0239,Ashley Patel,p4_role,yl,yl,stop,1
1199,ll_0239,Ashley Patel,p5_fewshot,yl,yl,stop,1
1200,ll_0240,Lisa Castro,p1_format,ao,ao,stop,1
1201,ll_0240,Lisa Castro,p1_format_soft,ao,ao,stop,1
1202,ll_0240,Lisa Castro,p2_complexity,ao,ao,stop,1
1203,ll_0240,Lisa Castro,p4_role,ao,ao,stop,1
1204,ll_0240,Lisa Castro,p5_fewshot,ao,ao,stop,1
1205,ll_0241,Kim Lee,p1_format,me,me,stop,1
1206,ll_0241,Kim Lee,p1_format_soft,me,me,stop,1
1207,ll_0241,Kim Lee,p2_complexity,me,me,stop,1
1208,ll_0241,Kim Lee,p4_role,me,me,stop,1
1209,ll_0241,Kim Lee,p5_fewshot,me,me,stop,1
1210,ll_0242,Matthew Green,p1_format,wn,wn,stop,1
1211,ll_0242,Matthew Green,p1_format_soft,wn,wn,stop,1
1212,ll_0242,Matthew Green,p2_complexity,wn,wn,stop,1
1213,ll_0242,Matthew Green,p4_role,wn,wn,stop,1
1214,ll_0242,Matthew Green,p5_fewshot,wn,wn,stop,1
1215,ll_0243,Joseph Mitchell,p1_format,hl,hl,stop,1
1216,ll_0243,Joseph Mitchell,p1_format_soft,hl,hl,stop,1
1217,ll_0243,Joseph Mitchell,p2_complexity,hl,hl,stop,1
1218,ll_0243,Joseph Mitchell,p4_role,hl,hl,stop,1
1219,ll_0243,Joseph Mitchell,p5_fewshot,hl,hh,stop,0
1220,ll_0244,Francisco Ruiz,p1_format,oz,oz,stop,1
1221,ll_0244,Francisco Ruiz,p1_format_soft,oz,oz,stop,1
1222,ll_0244,Francisco Ruiz,p2_complexity,oz,oz,stop,1
1223,ll_0244,Francisco Ruiz,p4_role,oz,oz,stop,1
1224,ll_0244,Francisco Ruiz,p5_fewshot,oz,oz,stop,1
1225,ll_0245,Joe Nguyen,p1_format,en,en,stop,1
1226,ll_0245,Joe Nguyen,p1_format_soft,en,en,stop,1
1227,ll_0245,Joe Nguyen,p2_complexity,en,en,stop,1
1228,ll_0245,Joe Nguyen,p4_role,en,en,stop,1
1229,ll_0245,Joe Nguyen,p5_fewshot,en,en,stop,1
1230,ll_0246,Jorge Perez,p1_format,ez,ez,stop,1
1231,ll_0246,Jorge Perez,p1_format_soft,ez,ez,stop,1
1232,ll_0246,Jorge Perez,p2_complexity,ez,ez,stop,1
1233,ll_0246,Jorge Perez,p4_role,ez,ez,stop,1
1234,ll_0246,Jorge Perez,p5_fewshot,ez,ez,stop,1
1235,ll_0247,Kathy Salazar,p1_format,yr,yr,stop,1
1236,ll_0247,Kathy Salazar,p1_format_soft,yr,yr,stop,1
1237,ll_0247,Kathy Salazar,p2_complexity,yr,yr,stop,1
1238,ll_0247,Kathy Salazar,p4_role,yr,yr,stop,1
1239,ll_0247,Kathy Salazar,p5_fewshot,yr,yr,stop,1
1240,ll_0248,Joe Delgado,p1_format,eo,eo,stop,1
1241,ll_0248,Joe Delgado,p1_format_soft,eo,eo,stop,1
1242,ll_0248,Joe Delgado,p2_complexity,eo,eo,stop,1
1243,ll_0248,Joe Delgado,p4_role,eo,eo,stop,1
1244,ll_0248,Joe Delgado,p5_fewshot,eo,eo,stop,1
1245,ll_0249,Martha Flores,p1_format,as,as,stop,1
1246,ll_0249,Martha Flores,p1_format_soft,as,as,stop,1
1247,ll_0249,Martha Flores,p2_complexity,as,as,stop,1
1248,ll_0249,Martha Flores,p4_role,as,as,stop,1
1249,ll_0249,Martha Flores,p5_fewshot,as,as,stop,1
1250,ll_0250,Laura Alvarado,p1_format,ao,ao,stop,1
1251,ll_0250,Laura Alvarado,p1_format_soft,ao,ao,stop,1
1252,ll_0250,Laura Alvarado,p2_complexity,ao,ao,stop,1
1253,ll_0250,Laura Alvarado,p4_role,ao,ao,stop,1
1254,ll_0250,Laura Alvarado,p5_fewshot,ao,ao,stop,1
1255,ll_0251,Christopher Moore,p1_format,re,re,stop,1
1256,ll_0251,Christopher Moore,p1_format_soft,re,re,stop,1
1257,ll_0251,Christopher Moore,p2_complexity,re,re,stop,1
1258,ll_0251,Christopher Moore,p4_role,re,re,stop,1
1259,ll_0251,Christopher Moore,p5_fewshot,re,re,stop,1
1260,ll_0252,Katie Marie,p1_format,ee,ee,stop,1
1261,ll_0252,Katie Marie,p1_format_soft,ee,ee,stop,1
1262,ll_0252,Katie Marie,p2_complexity,ee,ee,stop,1
1263,ll_0252,Katie Marie,p4_role,ee,ee,stop,1
1264,ll_0252,Katie Marie,p5_fewshot,ee,ee,stop,1
1265,ll_0253,Manuel Garza,p1_format,la,la,stop,1
1266,ll_0253,Manuel Garza,p1_format_soft,la,la,stop,1
1267,ll_0253,Manuel Garza,p2_complexity,la,la,stop,1
1268,ll_0253,Manuel Garza,p4_role,la,la,stop,1
1269,ll_0253,Manuel Garza,p5_fewshot,la,la,stop,1
1270,ll_0254,Andrew Vega,p1_format,wa,wa,stop,1
1271,ll_0254,Andrew Vega,p1_format_soft,wa,wa,stop,1
1272,ll_0254,Andrew Vega,p2_complexity,wa,wa,stop,1
1273,ll_0254,Andrew Vega,p4_role,wa,wa,stop,1
1274,ll_0254,Andrew Vega,p5_fewshot,wa,wa,stop,1
1275,ll_0255,James Flores,p1_format,ss,ss,stop,1
1276,ll_0255,James Flores,p1_format_soft,ss,ss,stop,1
1277,ll_0255,James Flores,p2_complexity,ss,ss,stop,1
1278,ll_0255,James Flores,p4_role,ss,ss,stop,1
1279,ll_0255,James Flores,p5_fewshot,ss,ss,stop,1
1280,ll_0256,Kathy Vega,p1_format,ya,ya,stop,1
1281,ll_0256,Kathy Vega,p1_format_soft,ya,ya,stop,1
1282,ll_0256,Kathy Vega,p2_complexity,ya,ya,stop,1
1283,ll_0256,Kathy Vega,p4_role,ya,ya,stop,1
1284,ll_0256,Kathy Vega,p5_fewshot,ya,ya,stop,1
1285,ll_0257,Mary Clark,p1_format,yk,yk,stop,1
1286,ll_0257,Mary Clark,p1_format_soft,yk,yk,stop,1
1287,ll_0257,Mary Clark,p2_complexity,yk,yk,stop,1
1288,ll_0257,Mary Clark,p4_role,yk,yk,stop,1
1289,ll_0257,Mary Clark,p5_fewshot,yk,yk,stop,1
1290,ll_0258,Katie Ortega,p1_format,ea,ea,stop,1
1291,ll_0258,Katie Ortega,p1_format_soft,ea,ea,stop,1
1292,ll_0258,Katie Ortega,p2_complexity,ea,ea,stop,1
1293,ll_0258,Katie Ortega,p4_role,ea,ea,stop,1
1294,ll_0258,Katie Ortega,p5_fewshot,ea,ea,stop,1
1295,ll_0259,Amy Hernandez,p1_format,yz,yz,stop,1
1296,ll_0259,Amy Hernandez,p1_format_soft,yz,yz,stop,1
1297,ll_0259,Amy Hernandez,p2_complexity,yz,yz,stop,1
1298,ll_0259,Amy Hernandez,p4_role,yz,yz,stop,1
1299,ll_0259,Amy Hernandez,p5_fewshot,yz,yz,stop,1
1300,ll_0260,Veronica Kim,p1_format,am,am,stop,1
1301,ll_0260,Veronica Kim,p1_format_soft,am,am,stop,1
1302,ll_0260,Veronica Kim,p2_complexity,am,am,stop,1
1303,ll_0260,Veronica Kim,p4_role,am,am,stop,1
1304,ll_0260,Veronica Kim,p5_fewshot,am,am,stop,1
1305,ll_0261,Anthony Soto,p1_format,yo,yo,stop,1
1306,ll_0261,Anthony Soto,p1_format_soft,yo,yo,stop,1
1307,ll_0261,Anthony Soto,p2_complexity,yo,yo,stop,1
1308,ll_0261,Anthony Soto,p4_role,yo,yo,stop,1
1309,ll_0261,Anthony Soto,p5_fewshot,yo,yo,stop,1
1310,ll_0262,Paul James,p1_format,ls,ls,stop,1
1311,ll_0262,Paul James,p1_format_soft,ls,ls,stop,1
1312,ll_0262,Paul James,p2_complexity,ls,ls,stop,1
1313,ll_0262,Paul James,p4_role,ls,ls,stop,1
1314,ll_0262,Paul James,p5_fewshot,ls,ls,stop,1
1315,ll_0263,Monica Gomez,p1_format,az,az,stop,1
1316,ll_0263,Monica Gomez,p1_format_soft,az,az,stop,1
1317,ll_0263,Monica Gomez,p2_complexity,az,az,stop,1
1318,ll_0263,Monica Gomez,p4_role,az,az,stop,1
1319,ll_0263,Monica Gomez,p5_fewshot,az,az,stop,1
1320,ll_0264,Anthony Garza,p1_format,ya,ya,stop,1
1321,ll_0264,Anthony Garza,p1_format_soft,ya,ya,stop,1
1322,ll_0264,Anthony Garza,p2_complexity,ya,ya,stop,1
1323,ll_0264,Anthony Garza,p4_role,ya,ya,stop,1
1324,ll_0264,Anthony Garza,p5_fewshot,ya,ya,stop,1
1325,ll_0265,Steve Williams,p1_format,es,es,stop,1
1326,ll_0265,Steve Williams,p1_format_soft,es,es,stop,1
1327,ll_0265,Steve Williams,p2_complexity,es,es,stop,1
1328,ll_0265,Steve Williams,p4_role,es,es,stop,1
1329,ll_0265,Steve Williams,p5_fewshot,es,es,stop,1
1330,ll_0266,Jennifer Vargas,p1_format,rs,rs,stop,1
1331,ll_0266,Jennifer Vargas,p1_format_soft,rs,rs,stop,1
1332,ll_0266,Jennifer Vargas,p2_complexity,rs,rs,stop,1
1333,ll_0266,Jennifer Vargas,p4_role,rs,rs,stop,1
1334,ll_0266,Jennifer Vargas,p5_fewshot,rs,rs,stop,1
1335,ll_0267,Angel Romero,p1_format,lo,lo,stop,1
1336,ll_0267,Angel Romero,p1_format_soft,lo,lo,stop,1
1337,ll_0267,Angel Romero,p2_complexity,lo,lo,stop,1
1338,ll_0267,Angel Romero,p4_role,lo,lo,stop,1
1339,ll_0267,Angel Romero,p5_fewshot,lo,lo,stop,1
1340,ll_0268,Gloria Diaz,p1_format,az,az,stop,1
1341,ll_0268,Gloria Diaz,p1_format_soft,az,az,stop,1
1342,ll_0268,Gloria Diaz,p2_complexity,az,az,stop,1
1343,ll_0268,Gloria Diaz,p4_role,az,az,stop,1
1344,ll_0268,Gloria Diaz,p5_fewshot,az,az,stop,1
1345,ll_0269,Justin Allen,p1_format,nn,nn,stop,1
1346,ll_0269,Justin Allen,p1_format_soft,nn,nn,stop,1
1347,ll_0269,Justin Allen,p2_complexity,nn,nn,stop,1
1348,ll_0269,Justin Allen,p4_role,nn,nn,stop,1
1349,ll_0269,Justin Allen,p5_fewshot,nn,nn,stop,1
1350,ll_0270,Sandra Ramirez,p1_format,az,az,stop,1
1351,ll_0270,Sandra Ramirez,p1_format_soft,az,az,stop,1
1352,ll_0270,Sandra Ramirez,p2_complexity,az,az,stop,1
1353,ll_0270,Sandra Ramirez,p4_role,az,az,stop,1
1354,ll_0270,Sandra Ramirez,p5_fewshot,az,az,stop,1
1355,ll_0271,Tony Wright,p1_format,yt,yt,stop,1
1356,ll_0271,Tony Wright,p1_format_soft,yt,yt,stop,1
1357,ll_0271,Tony Wright,p2_complexity,yt,yt,stop,1
1358,ll_0271,Tony Wright,p4_role,yt,yt,stop,1
1359,ll_0271,Tony Wright,p5_fewshot,yt,yt,stop,1
1360,ll_0272,James Garza,p1_format,sa,sa,stop,1
1361,ll_0272,James Garza,p1_format_soft,sa,sa,stop,1
1362,ll_0272,James Garza,p2_complexity,sa,sa,stop,1
1363,ll_0272,James Garza,p4_role,sa,sa,stop,1
1364,ll_0272,James Garza,p5_fewshot,sa,sa,stop,1
1365,ll_0273,Daniel Silva,p1_format,la,la,stop,1
1366,ll_0273,Daniel Silva,p1_format_soft,la,la,stop,1
1367,ll_0273,Daniel Silva,p2_complexity,la,na,stop,0
1368,ll_0273,Daniel Silva,p4_role,la,na,stop,0
1369,ll_0273,Daniel Silva,p5_fewshot,la,na,stop,0
1370,ll_0274,Andrew Castro,p1_format,wo,wo,stop,1
1371,ll_0274,Andrew Castro,p1_format_soft,wo,wo,stop,1
1372,ll_0274,Andrew Castro,p2_complexity,wo,wo,stop,1
1373,ll_0274,Andrew Castro,p4_role,wo,wo,stop,1
1374,ll_0274,Andrew Castro,p5_fewshot,wo,wo,stop,1
1375,ll_0275,Patricia Patel,p1_format,al,al,stop,1
1376,ll_0275,Patricia Patel,p1_format_soft,al,al,stop,1
1377,ll_0275,Patricia Patel,p2_complexity,al,al,stop,1
1378,ll_0275,Patricia Patel,p4_role,al,al,stop,1
1379,ll_0275,Patricia Patel,p5_fewshot,al,al,stop,1
1380,ll_0276,Amy White,p1_format,ye,ye,stop,1
1381,ll_0276,Amy White,p1_format_soft,ye,ye,stop,1
1382,ll_0276,Amy White,p2_complexity,ye,ye,stop,1
1383,ll_0276,Amy White,p4_role,ye,ye,stop,1
1384,ll_0276,Amy White,p5_fewshot,ye,ye,stop,1
1385,ll_0277,Matthew James,p1_format,ws,ws,stop,1
1386,ll_0277,Matthew James,p1_format_soft,ws,ws,stop,1
1387,ll_0277,Matthew James,p2_complexity,ws,ws,stop,1
1388,ll_0277,Matthew James,p4_role,ws,ws,stop,1
1389,ll_0277,Matthew James,p5_fewshot,ws,ws,stop,1
1390,ll_0278,Nancy Rojas,p1_format,ys,ys,stop,1
1391,ll_0278,Nancy Rojas,p1_format_soft,ys,ys,stop,1
1392,ll_0278,Nancy Rojas,p2_complexity,ys,ys,stop,1
1393,ll_0278,Nancy Rojas,p4_role,ys,ys,stop,1
1394,ll_0278,Nancy Rojas,p5_fewshot,ys,ys,stop,1
1395,ll_0279,Matthew Jackson,p1_format,wn,wn,stop,1
1396,ll_0279,Matthew Jackson,p1_format_soft,wn,wn,stop,1
1397,ll_0279,Matthew Jackson,p2_complexity,wn,wn,stop,1
1398,ll_0279,Matthew Jackson,p4_role,wn,wn,stop,1
1399,ll_0279,Matthew Jackson,p5_fewshot,wn,wn,stop,1
1400,ll_0280,Sandra Ortiz,p1_format,az,az,stop,1
1401,ll_0280,Sandra Ortiz,p1_format_soft,az,az,stop,1
1402,ll_0280,Sandra Ortiz,p2_complexity,az,az,stop,1
1403,ll_0280,Sandra Ortiz,p4_role,az,az,stop,1
1404,ll_0280,Sandra Ortiz,p5_fewshot,az,az,stop,1
1405,ll_0281,Melissa Ramos,p1_format,as,as,stop,1
1406,ll_0281,Melissa Ramos,p1_format_soft,as,as,stop,1
1407,ll_0281,Melissa Ramos,p2_complexity,as,as,stop,1
1408,ll_0281,Melissa Ramos,p4_role,as,as,stop,1
1409,ll_0281,Melissa Ramos,p5_fewshot,as,as,stop,1
1410,ll_0282,Christina Wilson,p1_format,an,an,stop,1
1411,ll_0282,Christina Wilson,p1_format_soft,an,an,stop,1
1412,ll_0282,Christina Wilson,p2_complexity,an,an,stop,1
1413,ll_0282,Christina Wilson,p4_role,an,an,stop,1
1414,ll_0282,Christina Wilson,p5_fewshot,an,an,stop,1
1415,ll_0283,Joseph Hall,p1_format,hl,hl,stop,1
1416,ll_0283,Joseph Hall,p1_format_soft,hl,hl,stop,1
1417,ll_0283,Joseph Hall,p2_complexity,hl,hl,stop,1
1418,ll_0283,Joseph Hall,p4_role,hl,hl,stop,1
1419,ll_0283,Joseph Hall,p5_fewshot,hl,hl,stop,1
1420,ll_0284,Matthew Contreras,p1_format,ws,ws,stop,1
1421,ll_0284,Matthew Contreras,p1_format_soft,ws,ws,stop,1
1422,ll_0284,Matthew Contreras,p2_complexity,ws,ws,stop,1
1423,ll_0284,Matthew Contreras,p4_role,ws,ws,stop,1
1424,ll_0284,Matthew Contreras,p5_fewshot,ws,ws,stop,1
1425,ll_0285,Nicole Wright,p1_format,et,et,stop,1
1426,ll_0285,Nicole Wright,p1_format_soft,et,et,stop,1
1427,ll_0285,Nicole Wright,p2_complexity,et,et,stop,1
1428,ll_0285,Nicole Wright,p4_role,et,et,stop,1
1429,ll_0285,Nicole Wright,p5_fewshot,et,et,stop,1
1430,ll_0286,Jorge Garcia,p1_format,ea,ea,stop,1
1431,ll_0286,Jorge Garcia,p1_format_soft,ea,ea,stop,1
1432,ll_0286,Jorge Garcia,p2_complexity,ea,ea,stop,1
1433,ll_0286,Jorge Garcia,p4_role,ea,ea,stop,1
1434,ll_0286,Jorge Garcia,p5_fewshot,ea,ea,stop,1
1435,ll_0287,John Vega,p1_format,na,na,stop,1
1436,ll_0287,John Vega,p1_format_soft,na,na,stop,1
1437,ll_0287,John Vega,p2_complexity,na,na,stop,1
1438,ll_0287,John Vega,p4_role,na,na,stop,1
1439,ll_0287,John Vega,p5_fewshot,na,na,stop,1
1440,ll_0288,Kathy Soto,p1_format,yo,yo,stop,1
1441,ll_0288,Kathy Soto,p1_format_soft,yo,yo,stop,1
1442,ll_0288,Kathy Soto,p2_complexity,yo,yo,stop,1
1443,ll_0288,Kathy Soto,p4_role,yo,yo,stop,1
1444,ll_0288,Kathy Soto,p5_fewshot,yo,yo,stop,1
1445,ll_0289,Francisco Khan,p1_format,on,on,stop,1
1446,ll_0289,Francisco Khan,p1_format_soft,on,on,stop,1
1447,ll_0289,Francisco Khan,p2_complexity,on,on,stop,1
1448,ll_0289,Francisco Khan,p4_role,on,on,stop,1
1449,ll_0289,Francisco Khan,p5_fewshot,on,on,stop,1
1450,ll_0290,Karen Cruz,p1_format,nz,nz,stop,1
1451,ll_0290,Karen Cruz,p1_format_soft,nz,nz,stop,1
1452,ll_0290,Karen Cruz,p2_complexity,nz,nz,stop,1
1453,ll_0290,Karen Cruz,p4_role,nz,nz,stop,1
1454,ll_0290,Karen Cruz,p5_fewshot,nz,nz,stop,1
1455,ll_0291,James Martin,p1_format,sn,sn,stop,1
1456,ll_0291,James Martin,p1_format_soft,sn,sn,stop,1
1457,ll_0291,James Martin,p2_complexity,sn,sn,stop,1
1458,ll_0291,James Martin,p4_role,sn,sn,stop,1
1459,ll_0291,James Martin,p5_fewshot,sn,sn,stop,1
1460,ll_0292,Eric Hill,p1_format,cl,cl,stop,1
1461,ll_0292,Eric Hill,p1_format_soft,cl,cl,stop,1
1462,ll_0292,Eric Hill,p2_complexity,cl,cl,stop,1
1463,ll_0292,Eric Hill,p4_role,cl,cl,stop,1
1464,ll_0292,Eric Hill,p5_fewshot,cl,cl,stop,1
1465,ll_0293,Jonathan Garcia,p1_format,na,na,stop,1
1466,ll_0293,Jonathan Garcia,p1_format_soft,na,na,stop,1
1467,ll_0293,Jonathan Garcia,p2_complexity,na,na,stop,1
1468,ll_0293,Jonathan Garcia,p4_role,na,na,stop,1
1469,ll_0293,Jonathan Garcia,p5_fewshot,na,na,stop,1
1470,ll_0294,Susan Adams,p1_format,ns,ns,stop,1
1471,ll_0294,Susan Adams,p1_format_soft,ns,ns,stop,1
1472,ll_0294,Susan Adams,p2_complexity,ns,ns,stop,1
1473,ll_0294,Susan Adams,p4_role,ns,ns,stop,1
1474,ll_0294,Susan Adams,p5_fewshot,ns,ns,stop,1
1475,ll_0295,Monica Cruz,p1_format,az,az,stop,1
1476,ll_0295,Monica Cruz,p1_format_soft,az,az,stop,1
1477,ll_0295,Monica Cruz,p2_complexity,az,az,stop,1
1478,ll_0295,Monica Cruz,p4_role,az,az,stop,1
1479,ll_0295,Monica Cruz,p5_fewshot,az,az,stop,1
1480,ll_0296,Manuel Carter,p1_format,lr,lr,stop,1
1481,ll_0296,Manuel Carter,p1_format_soft,lr,lr,stop,1
1482,ll_0296,Manuel Carter,p2_complexity,lr,lr,stop,1
1483,ll_0296,Manuel Carter,p4_role,lr,lr,stop,1
1484,ll_0296,Manuel Carter,p5_fewshot,lr,lr,stop,1
1485,ll_0297,Jennifer Ortega,p1_format,ra,ra,stop,1
1486,ll_0297,Jennifer Ortega,p1_format_soft,ra,ra,stop,1
1487,ll_0297,Jennifer Ortega,p2_complexity,ra,ra,stop,1
1488,ll_0297,Jennifer Ortega,p4_role,ra,ra,stop,1
1489,ll_0297,Jennifer Ortega,p5_fewshot,ra,ra,stop,1
1490,ll_0298,Teresa Walker,p1_format,ar,ar,stop,1
1491,ll_0298,Teresa Walker,p1_format_soft,ar,ar,stop,1
1492,ll_0298,Teresa Walker,p2_complexity,ar,ar,stop,1
1493,ll_0298,Teresa Walker,p4_role,ar,ar,stop,1
1494,ll_0298,Teresa Walker,p5_fewshot,ar,ar,stop,1
1495,ll_0299,Carlos Williams,p1_format,ss,ss,stop,1
1496,ll_0299,Carlos Williams,p1_format_soft,ss,ss,stop,1
1497,ll_0299,Carlos Williams,p2_complexity,ss,ss,stop,1
1498,ll_0299,Carlos Williams,p4_role,ss,ss,stop,1
1499,ll_0299,Carlos Williams,p5_fewshot,ss,ss,stop,1
1500,ll_0300,Javier Cruz,p1_format,rz,rz,stop,1
1501,ll_0300,Javier Cruz,p1_format_soft,rz,rz,stop,1
1502,ll_0300,Javier Cruz,p2_complexity,rz,rz,stop,1
1503,ll_0300,Javier Cruz,p4_role,rz,rz,stop,1
1504,ll_0300,Javier Cruz,p5_fewshot,rz,rz,stop,1
1505,ll_0301,Luis Singh,p1_format,sh,sh,stop,1
1506,ll_0301,Luis Singh,p1_format_soft,sh,sh,stop,1
1507,ll_0301,Luis Singh,p2_complexity,sh,sh,stop,1
1508,ll_0301,Luis Singh,p4_role,sh,sh,stop,1
1509,ll_0301,Luis Singh,p5_fewshot,sh,sh,stop,1
1510,ll_0302,Rachel Marie,p1_format,le,le,stop,1
1511,ll_0302,Rachel Marie,p1_format_soft,le,le,stop,1
1512,ll_0302,Rachel Marie,p2_complexity,le,le,stop,1
1513,ll_0302,Rachel Marie,p4_role,le,le,stop,1
1514,ll_0302,Rachel Marie,p5_fewshot,le,le,stop,1
1515,ll_0303,Heather Nelson,p1_format,rn,rn,stop,1
1516,ll_0303,Heather Nelson,p1_format_soft,rn,rn,stop,1
1517,ll_0303,Heather Nelson,p2_complexity,rn,rn,stop,1
1518,ll_0303,Heather Nelson,p4_role,rn,rn,stop,1
1519,ll_0303,Heather Nelson,p5_fewshot,rn,rn,stop,1
1520,ll_0304,Susan Ramirez,p1_format,nz,nz,stop,1
1521,ll_0304,Susan Ramirez,p1_format_soft,nz,nz,stop,1
1522,ll_0304,Susan Ramirez,p2_complexity,nz,nz,stop,1
1523,ll_0304,Susan Ramirez,p4_role,nz,nz,stop,1
1524,ll_0304,Susan Ramirez,p5_fewshot,nz,nz,stop,1
1525,ll_0305,Kim Contreras,p1_format,ms,ms,stop,1
1526,ll_0305,Kim Contreras,p1_format_soft,ms,ms,stop,1
1527,ll_0305,Kim Contreras,p2_complexity,ms,ms,stop,1
1528,ll_0305,Kim Contreras,p4_role,ms,ms,stop,1
