custom_id,question_id,arc_id,answerKey,predicted,correct,parse_method,raw_response
506,506,Mercury_400443,B,B,1,heuristic,B
507,507,Mercury_7283430,B,B,1,heuristic,B
508,508,Mercury_7159250,C,C,1,heuristic,C
509,509,Mercury_401912,A,A,1,heuristic,A
510,510,Mercury_7219328,B,B,1,heuristic,B
511,511,Mercury_7214498,C,C,1,heuristic,C
512,512,TAKS_2009_5_14,A,A,1,heuristic,A
513,513,NYSEDREGENTS_2013_4_17,D,D,1,heuristic,D
514,514,Mercury_403907,C,C,1,heuristic,C
515,515,Mercury_7081480,A,A,1,heuristic,A
516,516,Mercury_416505,B,B,1,heuristic,B
517,517,Mercury_7041668,D,D,1,heuristic,D
518,518,Mercury_SC_401309,C,B,0,heuristic,B
519,519,NYSEDREGENTS_2010_4_1,B,B,1,heuristic,B
520,520,ACTAAP_2007_7_36,C,C,1,heuristic,C
521,521,VASoL_2009_3_12,D,D,1,heuristic,D
522,522,Mercury_7085295,C,C,1,heuristic,C
523,523,Mercury_7201968,A,A,1,heuristic,A
524,524,Mercury_7214008,C,C,1,heuristic,C
525,525,Mercury_176855,B,B,1,heuristic,B
526,526,Mercury_SC_401678,B,B,1,heuristic,B
527,527,Mercury_417143,D,D,1,heuristic,D
528,528,NYSEDREGENTS_2013_4_21,D,D,1,heuristic,D
529,529,Mercury_7032620,B,B,1,heuristic,B
530,530,NYSEDREGENTS_2008_8_9,D,D,1,heuristic,D
531,531,TAKS_2009_8_27,C,C,1,heuristic,C
532,532,NCEOGA_2013_8_57,C,C,1,heuristic,C
533,533,Mercury_SC_413143,C,C,1,heuristic,C
534,534,Mercury_401195,D,D,1,heuristic,D
535,535,CSZ10358,A,A,1,heuristic,A
536,536,MCAS_1999_4_26,C,C,1,heuristic,C
537,537,AKDE&ED_2008_8_36,A,A,1,heuristic,A
538,538,Mercury_7017938,B,B,1,heuristic,B
539,539,MDSA_2013_8_32,D,D,1,heuristic,D
540,540,Mercury_7038028,C,C,1,heuristic,C
541,541,Mercury_7057103,C,C,1,heuristic,C
542,542,NYSEDREGENTS_2008_4_26,C,C,1,heuristic,C
543,543,Mercury_417117,C,C,1,heuristic,C
544,544,MCAS_2016_8_15,C,C,1,heuristic,C
545,545,Mercury_400780,C,C,1,heuristic,C
546,546,NYSEDREGENTS_2008_8_32,A,A,1,heuristic,A
547,547,Mercury_SC_416104,C,C,1,heuristic,C
548,548,Mercury_416646,B,B,1,heuristic,B
549,549,Mercury_SC_405296,C,C,1,heuristic,C
550,550,MCAS_2006_8_31,D,D,1,heuristic,D
551,551,MCAS_2015_5_14,A,A,1,heuristic,A
552,552,Mercury_417465,C,C,1,heuristic,C
553,553,MCAS_1998_4_19,D,D,1,heuristic,D
554,554,Mercury_7214778,D,D,1,heuristic,D
555,555,Mercury_7123393,D,D,1,heuristic,D
556,556,Mercury_7207550,D,D,1,heuristic,D
557,557,Mercury_SC_405827,B,B,1,heuristic,B
558,558,NYSEDREGENTS_2015_4_11,D,D,1,heuristic,D
559,559,Mercury_404097,C,C,1,heuristic,C
560,560,AIMS_2009_4_4,C,C,1,heuristic,C
561,561,NCEOGA_2013_8_18,A,A,1,heuristic,A
562,562,Mercury_400884,B,B,1,heuristic,B
563,563,Mercury_7219678,A,A,1,heuristic,A
564,564,ACTAAP_2010_5_7,B,B,1,heuristic,B
565,565,ACTAAP_2012_7_9,C,C,1,heuristic,C
566,566,MCAS_2005_8_6,A,A,1,heuristic,A
567,567,Mercury_SC_401162,C,C,1,heuristic,C
568,568,Mercury_SC_407710,D,D,1,heuristic,D
569,569,VASoL_2009_3_23,D,D,1,heuristic,D
570,570,Mercury_SC_402276,D,D,1,heuristic,D
571,571,Mercury_400744,A,A,1,heuristic,A
572,572,Mercury_SC_LBS10902,B,B,1,heuristic,B
573,573,Mercury_7133245,B,B,1,heuristic,B
574,574,Mercury_7131530,B,B,1,heuristic,B
575,575,Mercury_7041143,C,C,1,heuristic,C
576,576,MCAS_2010_5_11984,A,A,1,heuristic,A
577,577,Mercury_7159285,C,C,1,heuristic,C
578,578,AIMS_2008_8_13,D,D,1,heuristic,D
579,579,MDSA_2013_8_20,C,C,1,heuristic,C
580,580,Mercury_7114100,A,A,1,heuristic,A
581,581,Mercury_7213343,A,A,1,heuristic,A
582,582,Mercury_SC_LBS10597,A,A,1,heuristic,A
583,583,Mercury_7126263,B,B,1,heuristic,B
584,584,Mercury_7133613,A,A,1,heuristic,A
585,585,Mercury_7234605,D,D,1,heuristic,D
586,586,Mercury_SC_400839,B,B,1,heuristic,B
587,587,Mercury_SC_402984,B,B,1,heuristic,B
588,588,NYSEDREGENTS_2012_4_29,C,C,1,heuristic,C
589,589,VASoL_2009_3_22,D,D,1,heuristic,D
590,590,Mercury_409349,A,A,1,heuristic,A
591,591,Mercury_SC_407417,D,D,1,heuristic,D
592,592,VASoL_2007_5_21,C,C,1,heuristic,C
593,593,MCAS_2012_8_23651,A,A,1,heuristic,A
594,594,MCAS_2000_4_26,D,D,1,heuristic,D
595,595,Mercury_SC_410971,A,A,1,heuristic,A
596,596,Mercury_404841,D,D,1,heuristic,D
597,597,Mercury_416651,A,A,1,heuristic,A
598,598,Mercury_416576,B,B,1,heuristic,B
599,599,MCAS_1998_8_24,D,D,1,heuristic,D
600,600,Mercury_SC_408367,B,B,1,heuristic,B
601,601,Mercury_405804,D,D,1,heuristic,D
602,602,Mercury_7216318,A,A,1,heuristic,A
603,603,Mercury_401312,D,D,1,heuristic,D
604,604,MDSA_2013_8_23,D,D,1,heuristic,D
605,605,Mercury_SC_405880,A,A,1,heuristic,A
606,606,ACTAAP_2009_5_12,B,B,1,heuristic,B
607,607,CSZ20754,B,B,1,heuristic,B
608,608,Mercury_184363,D,D,1,heuristic,D
609,609,Mercury_7188195,C,C,1,heuristic,C
610,610,Mercury_7221043,D,D,1,heuristic,D
611,611,Mercury_7107328,B,B,1,heuristic,B
612,612,Mercury_415084,C,C,1,heuristic,C
613,613,Mercury_415082,A,A,1,heuristic,A
614,614,Mercury_SC_416169,A,A,1,heuristic,A
615,615,MEA_2011_8_13,A,A,1,heuristic,A
616,616,TIMSS_2003_4_pg82,A,A,1,heuristic,A
617,617,CSZ30338,C,C,1,heuristic,C
618,618,TIMSS_2003_8_pg85,B,B,1,heuristic,B
619,619,Mercury_7221988,C,C,1,heuristic,C
620,620,NCEOGA_2013_5_11,D,D,1,heuristic,D
621,621,MCAS_2013_8_29416,B,B,1,heuristic,B
622,622,Mercury_SC_401142,B,B,1,heuristic,B
623,623,Mercury_7206395,C,C,1,heuristic,C
624,624,Mercury_179025,B,B,1,heuristic,B
625,625,Mercury_7130620,B,B,1,heuristic,B
626,626,Mercury_177870,C,C,1,heuristic,C
627,627,Mercury_7282083,B,B,1,heuristic,B
628,628,Mercury_SC_400233,C,C,1,heuristic,C
629,629,Mercury_7082443,B,B,1,heuristic,B
630,630,NCEOGA_2013_8_15,B,B,1,heuristic,B
631,631,Mercury_7210140,A,A,1,heuristic,A
632,632,Mercury_7106593,D,D,1,heuristic,D
633,633,Mercury_416536,B,B,1,heuristic,B
634,634,Mercury_410026,D,D,1,heuristic,D
635,635,ACTAAP_2011_5_1,B,B,1,heuristic,B
636,636,Mercury_417138,B,B,1,heuristic,B
637,637,Mercury_7138915,D,D,1,heuristic,D
638,638,NYSEDREGENTS_2008_4_11,C,C,1,heuristic,C
639,639,Mercury_404435,D,D,1,heuristic,D
640,640,MDSA_2009_5_25,B,B,1,heuristic,B
641,641,OHAT_2007_8_12,C,C,1,heuristic,C
642,642,Mercury_LBS10302,C,C,1,heuristic,C
643,643,Mercury_7027248,B,B,1,heuristic,B
644,644,Mercury_SC_401360,A,A,1,heuristic,A
645,645,ACTAAP_2013_5_17,A,A,1,heuristic,A
646,646,Mercury_407125,C,C,1,heuristic,C
647,647,Mercury_404820,D,D,1,heuristic,D
648,648,Mercury_SC_416168,B,B,1,heuristic,B
649,649,TIMSS_1995_8_K18,A,A,1,heuristic,A
650,650,Mercury_SC_405130,A,A,1,heuristic,A
651,651,Mercury_SC_408631,C,C,1,heuristic,C
652,652,Mercury_SC_408763,C,C,1,heuristic,C
653,653,MCAS_8_2015_18,A,A,1,heuristic,A
654,654,Mercury_411729,B,B,1,heuristic,B
655,655,MDSA_2012_8_6,C,C,1,heuristic,C
656,656,MCAS_1999_8_5,B,B,1,heuristic,B
657,657,WASL_2004_8_17,D,A,0,heuristic,A
658,658,Mercury_414365,C,C,1,heuristic,C
659,659,Mercury_SC_415406,B,B,1,heuristic,B
660,660,MCAS_2000_8_29,B,B,1,heuristic,B
661,661,Mercury_416230,C,C,1,heuristic,C
662,662,Mercury_7001295,C,C,1,heuristic,C
663,663,MSA_2012_5_2,A,A,1,heuristic,A
664,664,MCAS_2005_8_7,C,C,1,heuristic,C
665,665,Mercury_7206553,D,D,1,heuristic,D
666,666,VASoL_2010_3_39,A,A,1,heuristic,A
667,667,Mercury_416380,A,A,1,heuristic,A
668,668,OHAT_2008_5_34,C,C,1,heuristic,C
669,669,Mercury_7268328,C,C,1,heuristic,C
670,670,NYSEDREGENTS_2008_8_36,C,C,1,heuristic,C
671,671,Mercury_SC_414156,C,C,1,heuristic,C
672,672,Mercury_7094133,D,D,1,heuristic,D
673,673,MEA_2013_5_15,C,C,1,heuristic,C
674,674,OHAT_2010_8_35,A,A,1,heuristic,A
675,675,Mercury_SC_416174,C,C,1,heuristic,C
676,676,TIMSS_1995_8_J6,B,B,1,heuristic,B
677,677,Mercury_SC_401587,A,A,1,heuristic,A
678,678,MDSA_2011_5_23,D,D,1,heuristic,D
679,679,AIMS_2008_8_11,C,C,1,heuristic,C
680,680,Mercury_7159215,D,D,1,heuristic,D
681,681,MCAS_2006_9_30,B,B,1,heuristic,B
682,682,MCAS_1999_4_27,A,A,1,heuristic,A
683,683,Mercury_7016538,C,C,1,heuristic,C
684,684,Mercury_SC_409266,A,A,1,heuristic,A
685,685,OHAT_2007_5_15,B,B,1,heuristic,B
686,686,Mercury_7230073,B,B,1,heuristic,B
687,687,Mercury_7245840,B,B,1,heuristic,B
688,688,Mercury_SC_401788,B,B,1,heuristic,B
689,689,ACTAAP_2014_7_5,D,D,1,heuristic,D
690,690,MCAS_2004_5_11,D,D,1,heuristic,D
691,691,NCEOGA_2013_8_7,A,A,1,heuristic,A
692,692,LEAP__7_10339,A,A,1,heuristic,A
693,693,Mercury_7018270,C,C,1,heuristic,C
694,694,Mercury_7034808,A,A,1,heuristic,A
695,695,Mercury_7216300,C,C,1,heuristic,C
696,696,Mercury_SC_400985,C,C,1,heuristic,C
697,697,Mercury_7188528,A,A,1,heuristic,A
698,698,TIMSS_1995_8_R2,B,B,1,heuristic,B
699,699,Mercury_SC_400032,C,C,1,heuristic,C
700,700,Mercury_7252245,D,D,1,heuristic,D
701,701,MCAS_2002_8_17,D,D,1,heuristic,D
702,702,MDSA_2007_8_30,C,C,1,heuristic,C
703,703,NCEOGA_2013_5_35,D,D,1,heuristic,D
704,704,Mercury_7082758,B,B,1,heuristic,B
705,705,Mercury_7094308,C,C,1,heuristic,C
706,706,Mercury_7136028,A,A,1,heuristic,A
707,707,Mercury_7159075,B,C,0,heuristic,C
708,708,MCAS_2015_5_19,B,B,1,heuristic,B
709,709,MSA_2012_5_12,A,A,1,heuristic,A
710,710,MCAS_2014_5_13,D,D,1,heuristic,D
711,711,Mercury_SC_400392,C,C,1,heuristic,C
712,712,Mercury_7159320,A,A,1,heuristic,A
713,713,Mercury_7218365,B,B,1,heuristic,B
714,714,MCAS_2004_9_10-v1,C,C,1,heuristic,C
715,715,AIMS_2009_4_12,D,D,1,heuristic,D
716,716,Mercury_SC_414274,B,B,1,heuristic,B
717,717,MCAS_2005_9_6,C,C,1,heuristic,C
718,718,MCAS_1998_4_23,A,A,1,heuristic,A
719,719,Mercury_7075023,D,D,1,heuristic,D
720,720,Mercury_SC_400182,B,B,1,heuristic,B
721,721,Mercury_SC_400133,B,B,1,heuristic,B
722,722,MSA_2013_5_11,D,D,1,heuristic,D
723,723,Mercury_SC_408706,B,B,1,heuristic,B
724,724,Mercury_7213325,D,D,1,heuristic,D
725,725,Mercury_SC_LBS10932,B,B,1,heuristic,B
726,726,Mercury_192220,D,D,1,heuristic,D
727,727,Mercury_SC_407247,C,C,1,heuristic,C
728,728,Mercury_7024798,D,D,1,heuristic,D
729,729,Mercury_7180810,C,C,1,heuristic,C
730,730,Mercury_412780,B,B,1,heuristic,B
731,731,LEAP_2011_8_10434,B,B,1,heuristic,B
732,732,Mercury_7200340,D,D,1,heuristic,D
733,733,Mercury_7056525,C,C,1,heuristic,C
734,734,Mercury_7085278,D,D,1,heuristic,D
735,735,AKDE&ED_2008_4_35,D,D,1,heuristic,D
736,736,MCAS_1999_8_16,D,D,1,heuristic,D
737,737,Mercury_SC_400063,D,D,1,heuristic,D
738,738,Mercury_SC_401666,D,D,1,heuristic,D
739,739,TIMSS_2011_8_pg31,C,C,1,heuristic,C
740,740,Mercury_412673,B,B,1,heuristic,B
741,741,Mercury_7130655,D,D,1,heuristic,D
742,742,MCAS_2004_5_7,B,B,1,heuristic,B
743,743,Mercury_7187373,D,D,1,heuristic,D
744,744,Mercury_SC_401361,C,A,0,heuristic,A
745,745,MCAS_2006_8_12,D,D,1,heuristic,D
746,746,Mercury_7233765,B,B,1,heuristic,B
747,747,Mercury_SC_407613,C,C,1,heuristic,C
748,748,MCAS_2005_5_24,A,A,1,heuristic,A
749,749,Mercury_405778,C,C,1,heuristic,C
750,750,Mercury_7263060,D,D,1,heuristic,D
751,751,Mercury_SC_401668,D,B,0,heuristic,B
752,752,Mercury_7230388,D,D,1,heuristic,D
753,753,Mercury_7041650,D,D,1,heuristic,D
754,754,Mercury_SC_409009,A,A,1,heuristic,A
755,755,Mercury_7223143,D,D,1,heuristic,D
756,756,ACTAAP_2007_7_3,D,D,1,heuristic,D
757,757,Mercury_7215670,C,C,1,heuristic,C
758,758,MEA_2010_8_15,A,A,1,heuristic,A
759,759,Mercury_7270515,B,B,1,heuristic,B
760,760,Mercury_7006160,C,C,1,heuristic,C
761,761,Mercury_SC_410630,C,C,1,heuristic,C
762,762,Mercury_7082320,A,A,1,heuristic,A
763,763,MEA_2013_8_1,A,A,1,heuristic,A
764,764,Mercury_7033845,B,B,1,heuristic,B
765,765,Mercury_7221620,A,A,1,heuristic,A
766,766,LEAP__7_10352,D,D,1,heuristic,D
767,767,Mercury_412605,C,C,1,heuristic,C
768,768,Mercury_416638,A,A,1,heuristic,A
769,769,MCAS_2011_8_17694,A,A,1,heuristic,A
770,770,Mercury_SC_400012,D,D,1,heuristic,D
771,771,Mercury_SC_413458,B,B,1,heuristic,B
772,772,Mercury_7139545,C,C,1,heuristic,C
773,773,NYSEDREGENTS_2015_4_5,B,B,1,heuristic,B
774,774,TIMSS_2003_8_pg16,C,C,1,heuristic,C
775,775,Mercury_SC_415073,A,A,1,heuristic,A
776,776,Mercury_7012880,A,A,1,heuristic,A
777,777,Mercury_191625,D,D,1,heuristic,D
778,778,Mercury_SC_402985,B,B,1,heuristic,B
779,779,Mercury_7005425,A,A,1,heuristic,A
780,780,MDSA_2013_8_40,C,C,1,heuristic,C
781,781,Mercury_401684,B,B,1,heuristic,B
782,782,NCEOGA_2013_5_17,B,B,1,heuristic,B
783,783,Mercury_7116183,B,B,1,heuristic,B
784,784,Mercury_7106628,D,D,1,heuristic,D
785,785,Mercury_7203473,D,D,1,heuristic,D
786,786,Mercury_SC_416108,C,C,1,heuristic,C
787,787,LEAP_2007_8_10418,C,C,1,heuristic,C
788,788,Mercury_7111178,C,C,1,heuristic,C
789,789,Mercury_7203560,A,A,1,heuristic,A
790,790,ACTAAP_2013_7_2,A,A,1,heuristic,A
791,791,MCAS_2012_8_23640,D,D,1,heuristic,D
792,792,Mercury_404272,B,B,1,heuristic,B
793,793,MCAS_2009_8_17,B,B,1,heuristic,B
794,794,AIMS_2008_4_5,C,C,1,heuristic,C
795,795,Mercury_7236513,D,B,0,heuristic,B
796,796,Mercury_SC_LBS10027,B,B,1,heuristic,B
797,797,Mercury_189053,D,D,1,heuristic,D
798,798,Mercury_SC_414271,C,C,1,heuristic,C
799,799,Mercury_408922,C,C,1,heuristic,C
800,800,Mercury_7264093,C,C,1,heuristic,C
801,801,Mercury_SC_LBS11009,C,C,1,heuristic,C
802,802,Mercury_7191433,C,C,1,heuristic,C
803,803,MEAP_2005_5_14,D,D,1,heuristic,D
804,804,Mercury_416683,C,C,1,heuristic,C
805,805,Mercury_7040775,B,B,1,heuristic,B
806,806,Mercury_7222600,C,C,1,heuristic,C
807,807,MCAS_2001_5_3,D,D,1,heuristic,D
808,808,MCAS_2004_8_7,D,B,0,heuristic,B
809,809,Mercury_415268,D,D,1,heuristic,D
810,810,Mercury_7017710,C,C,1,heuristic,C
811,811,Mercury_7210123,A,A,1,heuristic,A
812,812,MCAS_2009_5_6519,C,C,1,heuristic,C
813,813,Mercury_401502,D,D,1,heuristic,D
814,814,Mercury_7109498,B,B,1,heuristic,B
815,815,VASoL_2008_5_10,A,A,1,heuristic,A
816,816,MCAS_2006_9_4,A,A,1,heuristic,A
817,817,Mercury_402341,D,D,1,heuristic,D
818,818,MCAS_2006_9_34,D,D,1,heuristic,D
819,819,Mercury_7267715,C,C,1,heuristic,C
820,820,Mercury_SC_413089,D,D,1,heuristic,D
821,821,Mercury_SC_401656,A,A,1,heuristic,A
822,822,Mercury_407019,D,D,1,heuristic,D
823,823,Mercury_417128,B,B,1,heuristic,B
824,824,Mercury_7081305,D,D,1,heuristic,D
825,825,NYSEDREGENTS_2015_8_3,B,B,1,heuristic,B
826,826,MEA_2016_8_15,A,A,1,heuristic,A
827,827,ACTAAP_2015_7_9,D,D,1,heuristic,D
828,828,Mercury_7216423,B,B,1,heuristic,B
829,829,Mercury_416633,A,A,1,heuristic,A
830,830,Mercury_7038518,D,D,1,heuristic,D
831,831,Mercury_7085225,B,B,1,heuristic,B
832,832,LEAP__4_10225,B,B,1,heuristic,B
833,833,Mercury_SC_401661,D,D,1,heuristic,D
834,834,TIMSS_1995_8_Q15,A,A,1,heuristic,A
835,835,MCAS_1999_4_23,A,A,1,heuristic,A
836,836,TIMSS_1995_8_J7,D,D,1,heuristic,D
837,837,Mercury_SC_LBS10018,A,A,1,heuristic,A
838,838,Mercury_SC_406855,D,D,1,heuristic,D
839,839,Mercury_SC_415457,D,D,1,heuristic,D
840,840,NYSEDREGENTS_2015_4_25,C,C,1,heuristic,C
841,841,Mercury_7058135,B,B,1,heuristic,B
842,842,MDSA_2008_4_19,B,,-1,empty,
843,843,AKDE&ED_2008_8_45,D,D,1,heuristic,D
844,844,Mercury_7131758,A,A,1,heuristic,A
845,845,NYSEDREGENTS_2013_8_10,B,B,1,heuristic,B
846,846,Mercury_SC_401783,D,D,1,heuristic,D
847,847,Mercury_7190120,B,B,1,heuristic,B
848,848,Mercury_409317,B,B,1,heuristic,B
849,849,Mercury_7268240,D,D,1,heuristic,D
850,850,Mercury_7228358,D,D,1,heuristic,D
851,851,MCAS_2004_5_33,C,C,1,heuristic,C
852,852,Mercury_7008855,B,B,1,heuristic,B
853,853,Mercury_7057085,B,A,0,heuristic,A
854,854,Mercury_7171728,B,B,1,heuristic,B
855,855,NAEP_2005_4_S14+3,C,C,1,heuristic,C
856,856,Mercury_7024395,A,C,0,heuristic,C
857,857,NYSEDREGENTS_2012_8_28,C,C,1,heuristic,C
858,858,Mercury_7090790,A,A,1,heuristic,A
859,859,TIMSS_2003_8_pg87,B,B,1,heuristic,B
860,860,Mercury_SC_407382,C,C,1,heuristic,C
861,861,MDSA_2010_4_20,B,B,1,heuristic,B
862,862,Mercury_SC_405019,D,D,1,heuristic,D
863,863,Mercury_7123078,D,D,1,heuristic,D
864,864,Mercury_400084,D,D,1,heuristic,D
865,865,Mercury_7139650,C,B,0,heuristic,B
866,866,Mercury_417150,B,B,1,heuristic,B
867,867,Mercury_SC_402256,C,C,1,heuristic,C
868,868,TIMSS_2007_8_pg53,A,A,1,heuristic,A
869,869,MCAS_2006_9_17-v1,D,D,1,heuristic,D
870,870,Mercury_401728,D,D,1,heuristic,D
871,871,Mercury_7192798,C,C,1,heuristic,C
872,872,Mercury_7221078,C,C,1,heuristic,C
873,873,Mercury_7004953,B,B,1,heuristic,B
874,874,TIMSS_2003_8_pg94,D,D,1,heuristic,D
875,875,Mercury_7095060,A,A,1,heuristic,A
876,876,Mercury_7123358,A,A,1,heuristic,A
877,877,Mercury_7069020,A,A,1,heuristic,A
878,878,TIMSS_2003_8_pg117,B,B,1,heuristic,B
879,879,VASoL_2008_3_32,B,B,1,heuristic,B
880,880,Mercury_SC_400142,A,A,1,heuristic,A
881,881,Mercury_7163818,D,D,1,heuristic,D
882,882,Mercury_402502,D,D,1,heuristic,D
883,883,Mercury_7130778,C,C,1,heuristic,C
884,884,MEA_2010_8_18,C,C,1,heuristic,C
885,885,Mercury_7211033,B,B,1,heuristic,B
886,886,NYSEDREGENTS_2008_8_17,A,A,1,heuristic,A
887,887,NAEP_2005_8_S11+1,C,C,1,heuristic,C
888,888,Mercury_412774,C,C,1,heuristic,C
889,889,MEA_2013_5_12,C,C,1,heuristic,C
890,890,Mercury_7098473,B,B,1,heuristic,B
891,891,Mercury_417593,A,A,1,heuristic,A
892,892,Mercury_7081743,B,B,1,heuristic,B
893,893,Mercury_7018410,C,C,1,heuristic,C
894,894,Mercury_402563,B,B,1,heuristic,B
895,895,Mercury_416407,C,C,1,heuristic,C
896,896,Mercury_SC_400400,A,A,1,heuristic,A
897,897,MCAS_2000_8_22,D,D,1,heuristic,D
898,898,MCAS_8_2014_8,A,A,1,heuristic,A
899,899,Mercury_7206430,A,A,1,heuristic,A
900,900,Mercury_7185343,D,D,1,heuristic,D
901,901,OHAT_2010_8_8,B,B,1,heuristic,B
902,902,Mercury_405462,B,B,1,heuristic,B
903,903,Mercury_SC_LBS10337,A,A,1,heuristic,A
904,904,Mercury_7142520,C,C,1,heuristic,C
905,905,Mercury_SC_405501,D,D,1,heuristic,D
906,906,Mercury_7009555,C,C,1,heuristic,C
907,907,Mercury_409085,A,A,1,heuristic,A
908,908,NYSEDREGENTS_2012_4_2,A,A,1,heuristic,A
909,909,Mercury_407539,D,D,1,heuristic,D
910,910,ACTAAP_2013_7_16,D,D,1,heuristic,D
911,911,AKDE&ED_2008_8_34,D,D,1,heuristic,D
912,912,MCAS_2004_8_3,A,A,1,heuristic,A
913,913,Mercury_415272,B,B,1,heuristic,B
914,914,Mercury_405387,B,B,1,heuristic,B
915,915,Mercury_7116323,D,D,1,heuristic,D
916,916,Mercury_7213430,B,B,1,heuristic,B
917,917,Mercury_7234360,A,A,1,heuristic,A
918,918,Mercury_405685,D,A,0,heuristic,A
919,919,Mercury_7236740,B,B,1,heuristic,B
920,920,Mercury_7116235,A,A,1,heuristic,A
921,921,Mercury_SC_405357,C,C,1,heuristic,C
922,922,Mercury_7042945,B,B,1,heuristic,B
923,923,Mercury_7106750,D,D,1,heuristic,D
924,924,MDSA_2009_4_34,B,B,1,heuristic,B
925,925,Mercury_7016310,C,C,1,heuristic,C
926,926,VASoL_2007_3_1,A,A,1,heuristic,A
927,927,Mercury_7030468,A,A,1,heuristic,A
928,928,Mercury_SC_402616,D,D,1,heuristic,D
929,929,Mercury_405464,A,A,1,heuristic,A
930,930,Mercury_7205608,B,B,1,heuristic,B
931,931,Mercury_7015208,B,C,0,heuristic,C
932,932,Mercury_SC_409666,D,D,1,heuristic,D
933,933,Mercury_7230353,B,B,1,heuristic,B
934,934,Mercury_7150343,B,B,1,heuristic,B
935,935,Mercury_7026723,D,D,1,heuristic,D
936,936,Mercury_7024273,C,C,1,heuristic,C
937,937,AKDE&ED_2008_8_40,C,D,0,heuristic,D
938,938,Mercury_183033,B,D,0,heuristic,D
939,939,Mercury_402364,D,D,1,heuristic,D
940,940,Mercury_7263183,B,B,1,heuristic,B
941,941,Mercury_7222530,B,B,1,heuristic,B
942,942,OHAT_2009_8_36,C,C,1,heuristic,C
943,943,Mercury_7141750,B,B,1,heuristic,B
944,944,TIMSS_2011_4_pg45,A,A,1,heuristic,A
945,945,MCAS_2014_5_5,A,A,1,heuristic,A
946,946,Mercury_SC_409241,C,C,1,heuristic,C
947,947,Mercury_SC_401147,C,C,1,heuristic,C
948,948,Mercury_SC_LBS10273,D,D,1,heuristic,D
949,949,Mercury_401523,A,A,1,heuristic,A
950,950,Mercury_401865,D,D,1,heuristic,D
951,951,MCAS_2013_8_29435,B,B,1,heuristic,B
952,952,Mercury_SC_406720,C,C,1,heuristic,C
953,953,NYSEDREGENTS_2013_8_34,A,A,1,heuristic,A
954,954,Mercury_7038833,C,C,1,heuristic,C
955,955,Mercury_175560,C,C,1,heuristic,C
956,956,Mercury_7005005,C,C,1,heuristic,C
957,957,Mercury_183890,D,D,1,heuristic,D
958,958,Mercury_7270358,D,D,1,heuristic,D
959,959,MCAS_2013_5_29411,C,C,1,heuristic,C
960,960,ACTAAP_2007_7_31,C,C,1,heuristic,C
961,961,Mercury_7082023,B,B,1,heuristic,B
962,962,MCAS_2003_8_21,B,D,0,heuristic,D
963,963,NYSEDREGENTS_2015_8_9,B,B,1,heuristic,B
964,964,Mercury_7064750,D,D,1,heuristic,D
965,965,TIMSS_2007_8_pg113,C,C,1,heuristic,C
966,966,Mercury_7173583,C,C,1,heuristic,C
967,967,Mercury_403930,C,B,0,heuristic,B
968,968,Mercury_417118,C,C,1,heuristic,C
969,969,Mercury_7143010,B,B,1,heuristic,B
970,970,Mercury_SC_401801,A,A,1,heuristic,A
971,971,Mercury_410334,B,B,1,heuristic,B
972,972,NAEP_2000_4_S12+3,B,B,1,heuristic,B
973,973,Mercury_7218015,D,D,1,heuristic,D
974,974,Mercury_7109603,A,A,1,heuristic,A
975,975,NYSEDREGENTS_2008_8_42,C,C,1,heuristic,C
976,976,NAEP_2000_8_S11+11,B,B,1,heuristic,B
977,977,Mercury_7271670,D,D,1,heuristic,D
978,978,ACTAAP_2009_5_8,B,B,1,heuristic,B
979,979,NYSEDREGENTS_2012_4_1,B,B,1,heuristic,B
980,980,Mercury_SC_409030,D,D,1,heuristic,D
981,981,MEA_2013_8_8,D,D,1,heuristic,D
982,982,Mercury_7140333,D,D,1,heuristic,D
983,983,Mercury_SC_LBS10664,C,C,1,heuristic,C
984,984,Mercury_7171430,B,B,1,heuristic,B
985,985,Mercury_SC_407572,D,D,1,heuristic,D
986,986,VASoL_2009_3_2,D,D,1,heuristic,D
987,987,Mercury_SC_407383,D,D,1,heuristic,D
988,988,Mercury_7218400,B,B,1,heuristic,B
989,989,Mercury_184818,D,D,1,heuristic,D
990,990,Mercury_SC_405931,D,D,1,heuristic,D
991,991,Mercury_SC_416177,C,C,1,heuristic,C
992,992,Mercury_SC_406625,B,B,1,heuristic,B
993,993,MCAS_2014_8_16,D,C,0,heuristic,C
994,994,Mercury_7138460,C,C,1,heuristic,C
995,995,Mercury_7129640,B,B,1,heuristic,B
996,996,Mercury_7024290,B,B,1,heuristic,B
997,997,NYSEDREGENTS_2008_4_28,C,C,1,heuristic,C
998,998,Mercury_SC_414339,C,C,1,heuristic,C
999,999,LEAP_2000_8_2,A,A,1,heuristic,A
1000,1000,Mercury_7172270,A,A,1,heuristic,A
1001,1001,Mercury_184205,C,C,1,heuristic,C
1002,1002,Mercury_SC_400683,A,A,1,heuristic,A
1003,1003,Mercury_7182210,B,B,1,heuristic,B
1004,1004,Mercury_7238945,C,C,1,heuristic,C
1005,1005,Mercury_SC_408748,D,D,1,heuristic,D
1006,1006,MEA_2016_5_4,D,D,1,heuristic,D
1007,1007,Mercury_7271513,D,D,1,heuristic,D
1008,1008,Mercury_7189000,A,A,1,heuristic,A
