custom_id,question_id,arc_id,answerKey,predicted,correct,parse_method,raw_response,perturbation_type
1185,237,Mercury_SC_407228,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
1186,237,Mercury_SC_407228,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
1187,237,Mercury_SC_407228,D,D,1,heuristic,D,p2_complexity
1188,237,Mercury_SC_407228,D,D,1,heuristic,D,p4_role
1189,237,Mercury_SC_407228,D,D,1,heuristic,Answer: D,p5_fewshot
1190,238,Mercury_414504,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1191,238,Mercury_414504,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1192,238,Mercury_414504,B,B,1,heuristic,B,p2_complexity
1193,238,Mercury_414504,B,B,1,heuristic,B,p4_role
1194,238,Mercury_414504,B,B,1,heuristic,B,p5_fewshot
1195,239,TIMSS_2011_4_pg27,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
1196,239,TIMSS_2011_4_pg27,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
1197,239,TIMSS_2011_4_pg27,A,A,1,heuristic,A,p2_complexity
1198,239,TIMSS_2011_4_pg27,A,A,1,heuristic,A,p4_role
1199,239,TIMSS_2011_4_pg27,A,A,1,heuristic,Answer: A,p5_fewshot
1200,240,Mercury_SC_402029,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
1201,240,Mercury_SC_402029,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
1202,240,Mercury_SC_402029,D,D,1,heuristic,D,p2_complexity
1203,240,Mercury_SC_402029,D,D,1,heuristic,D,p4_role
1204,240,Mercury_SC_402029,D,D,1,heuristic,D,p5_fewshot
1205,241,Mercury_7131845,C,,-1,empty,,p1_format
1206,241,Mercury_7131845,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1207,241,Mercury_7131845,C,C,1,heuristic,C,p2_complexity
1208,241,Mercury_7131845,C,C,1,heuristic,C,p4_role
1209,241,Mercury_7131845,C,C,1,heuristic,C,p5_fewshot
1210,242,Mercury_SC_405533,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1211,242,Mercury_SC_405533,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1212,242,Mercury_SC_405533,B,B,1,heuristic,B,p2_complexity
1213,242,Mercury_SC_405533,B,B,1,heuristic,B,p4_role
1214,242,Mercury_SC_405533,B,B,1,heuristic,Answer: B,p5_fewshot
1215,243,Mercury_7086748,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
1216,243,Mercury_7086748,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
1217,243,Mercury_7086748,A,A,1,heuristic,A,p2_complexity
1218,243,Mercury_7086748,A,A,1,heuristic,A,p4_role
1219,243,Mercury_7086748,A,A,1,heuristic,Answer: A,p5_fewshot
1220,244,MDSA_2007_8_17,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1221,244,MDSA_2007_8_17,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1222,244,MDSA_2007_8_17,B,B,1,heuristic,B,p2_complexity
1223,244,MDSA_2007_8_17,B,B,1,heuristic,B,p4_role
1224,244,MDSA_2007_8_17,B,B,1,heuristic,B,p5_fewshot
1225,245,Mercury_7210473,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1226,245,Mercury_7210473,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1227,245,Mercury_7210473,C,C,1,heuristic,C,p2_complexity
1228,245,Mercury_7210473,C,C,1,heuristic,C,p4_role
1229,245,Mercury_7210473,C,C,1,heuristic,Answer: C,p5_fewshot
1230,246,Mercury_7214340,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
1231,246,Mercury_7214340,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
1232,246,Mercury_7214340,A,A,1,heuristic,A,p2_complexity
1233,246,Mercury_7214340,A,A,1,heuristic,A,p4_role
1234,246,Mercury_7214340,A,A,1,heuristic,Answer: A,p5_fewshot
1235,247,MCAS_2005_9_17,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1236,247,MCAS_2005_9_17,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1237,247,MCAS_2005_9_17,C,C,1,heuristic,C,p2_complexity
1238,247,MCAS_2005_9_17,C,C,1,heuristic,C,p4_role
1239,247,MCAS_2005_9_17,C,C,1,heuristic,C,p5_fewshot
1240,248,MEA_2016_8_12,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1241,248,MEA_2016_8_12,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1242,248,MEA_2016_8_12,B,B,1,heuristic,B,p2_complexity
1243,248,MEA_2016_8_12,B,B,1,heuristic,B,p4_role
1244,248,MEA_2016_8_12,B,B,1,heuristic,B,p5_fewshot
1245,249,Mercury_SC_401278,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1246,249,Mercury_SC_401278,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1247,249,Mercury_SC_401278,B,B,1,heuristic,B,p2_complexity
1248,249,Mercury_SC_401278,B,B,1,heuristic,B,p4_role
1249,249,Mercury_SC_401278,B,B,1,heuristic,B,p5_fewshot
1250,250,Mercury_SC_407689,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
1251,250,Mercury_SC_407689,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
1252,250,Mercury_SC_407689,D,D,1,heuristic,D,p2_complexity
1253,250,Mercury_SC_407689,D,D,1,heuristic,D,p4_role
1254,250,Mercury_SC_407689,D,D,1,heuristic,D,p5_fewshot
1255,251,Mercury_7230405,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1256,251,Mercury_7230405,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1257,251,Mercury_7230405,B,B,1,heuristic,B,p2_complexity
1258,251,Mercury_7230405,B,B,1,heuristic,B,p4_role
1259,251,Mercury_7230405,B,B,1,heuristic,Answer: B,p5_fewshot
1260,252,Mercury_SC_405640,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
1261,252,Mercury_SC_405640,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
1262,252,Mercury_SC_405640,A,A,1,heuristic,A,p2_complexity
1263,252,Mercury_SC_405640,A,A,1,heuristic,A,p4_role
1264,252,Mercury_SC_405640,A,A,1,heuristic,Answer: A,p5_fewshot
1265,253,Mercury_7201775,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
1266,253,Mercury_7201775,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
1267,253,Mercury_7201775,D,D,1,heuristic,D,p2_complexity
1268,253,Mercury_7201775,D,D,1,heuristic,D,p4_role
1269,253,Mercury_7201775,D,D,1,heuristic,D,p5_fewshot
1270,254,Mercury_7177398,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
1271,254,Mercury_7177398,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
1272,254,Mercury_7177398,D,D,1,heuristic,D,p2_complexity
1273,254,Mercury_7177398,D,D,1,heuristic,D,p4_role
1274,254,Mercury_7177398,D,D,1,heuristic,D,p5_fewshot
1275,255,Mercury_7041423,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
1276,255,Mercury_7041423,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
1277,255,Mercury_7041423,A,A,1,heuristic,A,p2_complexity
1278,255,Mercury_7041423,A,A,1,heuristic,A,p4_role
1279,255,Mercury_7041423,A,A,1,heuristic,A,p5_fewshot
1280,256,Mercury_7004743,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
1281,256,Mercury_7004743,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
1282,256,Mercury_7004743,D,D,1,heuristic,D,p2_complexity
1283,256,Mercury_7004743,D,D,1,heuristic,D,p4_role
1284,256,Mercury_7004743,D,D,1,heuristic,Answer: D,p5_fewshot
1285,257,Mercury_7198468,A,A,1,json,"{""answer"": ""A""}",p1_format
1286,257,Mercury_7198468,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
1287,257,Mercury_7198468,A,A,1,heuristic,A,p2_complexity
1288,257,Mercury_7198468,A,A,1,heuristic,A,p4_role
1289,257,Mercury_7198468,A,A,1,heuristic,A,p5_fewshot
1290,258,MEA_2014_5_11,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1291,258,MEA_2014_5_11,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1292,258,MEA_2014_5_11,C,C,1,heuristic,C,p2_complexity
1293,258,MEA_2014_5_11,C,C,1,heuristic,C,p4_role
1294,258,MEA_2014_5_11,C,C,1,heuristic,C,p5_fewshot
1295,259,Mercury_410602,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
1296,259,Mercury_410602,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
1297,259,Mercury_410602,A,A,1,heuristic,A,p2_complexity
1298,259,Mercury_410602,A,A,1,heuristic,A,p4_role
1299,259,Mercury_410602,A,A,1,heuristic,Answer: A,p5_fewshot
1300,260,Mercury_7108868,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1301,260,Mercury_7108868,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1302,260,Mercury_7108868,C,C,1,heuristic,C,p2_complexity
1303,260,Mercury_7108868,C,C,1,heuristic,C,p4_role
1304,260,Mercury_7108868,C,C,1,heuristic,C,p5_fewshot
1305,261,Mercury_7033828,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
1306,261,Mercury_7033828,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
1307,261,Mercury_7033828,D,D,1,heuristic,D,p2_complexity
1308,261,Mercury_7033828,D,D,1,heuristic,D,p4_role
1309,261,Mercury_7033828,D,D,1,heuristic,D,p5_fewshot
1310,262,TIMSS_2007_4_pg19,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
1311,262,TIMSS_2007_4_pg19,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
1312,262,TIMSS_2007_4_pg19,A,A,1,heuristic,A,p2_complexity
1313,262,TIMSS_2007_4_pg19,A,A,1,heuristic,A,p4_role
1314,262,TIMSS_2007_4_pg19,A,A,1,heuristic,Answer: A,p5_fewshot
1315,263,Mercury_400828,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
1316,263,Mercury_400828,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
1317,263,Mercury_400828,D,D,1,heuristic,D,p2_complexity
1318,263,Mercury_400828,D,D,1,heuristic,D,p4_role
1319,263,Mercury_400828,D,D,1,heuristic,Answer: D,p5_fewshot
1320,264,VASoL_2008_3_16,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1321,264,VASoL_2008_3_16,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1322,264,VASoL_2008_3_16,B,B,1,heuristic,B,p2_complexity
1323,264,VASoL_2008_3_16,B,B,1,heuristic,B,p4_role
1324,264,VASoL_2008_3_16,B,B,1,heuristic,Answer: B,p5_fewshot
1325,265,LEAP__5_10315,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1326,265,LEAP__5_10315,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1327,265,LEAP__5_10315,C,C,1,heuristic,C,p2_complexity
1328,265,LEAP__5_10315,C,C,1,heuristic,C,p4_role
1329,265,LEAP__5_10315,C,C,1,heuristic,Answer: C,p5_fewshot
1330,266,Mercury_SC_415471,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
1331,266,Mercury_SC_415471,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
1332,266,Mercury_SC_415471,A,A,1,heuristic,A,p2_complexity
1333,266,Mercury_SC_415471,A,A,1,heuristic,A,p4_role
1334,266,Mercury_SC_415471,A,A,1,heuristic,A,p5_fewshot
1335,267,Mercury_7247065,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1336,267,Mercury_7247065,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1337,267,Mercury_7247065,C,C,1,heuristic,C,p2_complexity
1338,267,Mercury_7247065,C,C,1,heuristic,C,p4_role
1339,267,Mercury_7247065,C,C,1,heuristic,C,p5_fewshot
1340,268,MDSA_2011_5_3,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1341,268,MDSA_2011_5_3,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1342,268,MDSA_2011_5_3,B,B,1,heuristic,B,p2_complexity
1343,268,MDSA_2011_5_3,B,B,1,heuristic,B,p4_role
1344,268,MDSA_2011_5_3,B,B,1,heuristic,Answer: B,p5_fewshot
1345,269,MDSA_2009_5_39,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1346,269,MDSA_2009_5_39,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1347,269,MDSA_2009_5_39,C,C,1,heuristic,C,p2_complexity
1348,269,MDSA_2009_5_39,C,C,1,heuristic,C,p4_role
1349,269,MDSA_2009_5_39,C,C,1,heuristic,C,p5_fewshot
1350,270,Mercury_187198,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1351,270,Mercury_187198,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1352,270,Mercury_187198,C,C,1,heuristic,C,p2_complexity
1353,270,Mercury_187198,C,C,1,heuristic,C,p4_role
1354,270,Mercury_187198,C,C,1,heuristic,Answer: C,p5_fewshot
1355,271,MCAS_2000_4_36,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
1356,271,MCAS_2000_4_36,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
1357,271,MCAS_2000_4_36,A,A,1,heuristic,A,p2_complexity
1358,271,MCAS_2000_4_36,A,A,1,heuristic,A,p4_role
1359,271,MCAS_2000_4_36,A,A,1,heuristic,A,p5_fewshot
1360,272,Mercury_184100,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1361,272,Mercury_184100,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1362,272,Mercury_184100,C,C,1,heuristic,C,p2_complexity
1363,272,Mercury_184100,C,C,1,heuristic,C,p4_role
1364,272,Mercury_184100,C,C,1,heuristic,Answer: C,p5_fewshot
1365,273,Mercury_LBS10814,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1366,273,Mercury_LBS10814,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1367,273,Mercury_LBS10814,B,B,1,heuristic,B,p2_complexity
1368,273,Mercury_LBS10814,B,B,1,heuristic,B,p4_role
1369,273,Mercury_LBS10814,B,B,1,heuristic,B,p5_fewshot
1370,274,Mercury_SC_408384,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1371,274,Mercury_SC_408384,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1372,274,Mercury_SC_408384,B,B,1,heuristic,B,p2_complexity
1373,274,Mercury_SC_408384,B,B,1,heuristic,B,p4_role
1374,274,Mercury_SC_408384,B,B,1,heuristic,B,p5_fewshot
1375,275,Mercury_7043068,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
1376,275,Mercury_7043068,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
1377,275,Mercury_7043068,D,D,1,heuristic,D,p2_complexity
1378,275,Mercury_7043068,D,D,1,heuristic,D,p4_role
1379,275,Mercury_7043068,D,D,1,heuristic,D,p5_fewshot
1380,276,Mercury_411071,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1381,276,Mercury_411071,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1382,276,Mercury_411071,B,B,1,heuristic,B,p2_complexity
1383,276,Mercury_411071,B,B,1,heuristic,B,p4_role
1384,276,Mercury_411071,B,B,1,heuristic,B,p5_fewshot
1385,277,NYSEDREGENTS_2010_4_24,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1386,277,NYSEDREGENTS_2010_4_24,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1387,277,NYSEDREGENTS_2010_4_24,B,B,1,heuristic,B,p2_complexity
1388,277,NYSEDREGENTS_2010_4_24,B,B,1,heuristic,B,p4_role
1389,277,NYSEDREGENTS_2010_4_24,B,B,1,heuristic,B,p5_fewshot
1390,278,Mercury_SC_409673,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
1391,278,Mercury_SC_409673,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
1392,278,Mercury_SC_409673,D,D,1,heuristic,D,p2_complexity
1393,278,Mercury_SC_409673,D,D,1,heuristic,D,p4_role
1394,278,Mercury_SC_409673,D,D,1,heuristic,D,p5_fewshot
1395,279,Mercury_SC_400374,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1396,279,Mercury_SC_400374,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1397,279,Mercury_SC_400374,B,B,1,heuristic,B,p2_complexity
1398,279,Mercury_SC_400374,B,B,1,heuristic,B,p4_role
1399,279,Mercury_SC_400374,B,B,1,heuristic,Answer: B,p5_fewshot
1400,280,CSZ_2009_8_CSZ20740,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1401,280,CSZ_2009_8_CSZ20740,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1402,280,CSZ_2009_8_CSZ20740,B,B,1,heuristic,B,p2_complexity
1403,280,CSZ_2009_8_CSZ20740,B,B,1,heuristic,B,p4_role
1404,280,CSZ_2009_8_CSZ20740,B,B,1,heuristic,Answer: B,p5_fewshot
1405,281,Mercury_SC_406482,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
1406,281,Mercury_SC_406482,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
1407,281,Mercury_SC_406482,D,D,1,heuristic,D,p2_complexity
1408,281,Mercury_SC_406482,D,D,1,heuristic,D,p4_role
1409,281,Mercury_SC_406482,D,D,1,heuristic,D,p5_fewshot
1410,282,OHAT_2007_8_24,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
1411,282,OHAT_2007_8_24,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
1412,282,OHAT_2007_8_24,A,A,1,heuristic,A,p2_complexity
1413,282,OHAT_2007_8_24,A,A,1,heuristic,A,p4_role
1414,282,OHAT_2007_8_24,A,A,1,heuristic,A,p5_fewshot
1415,283,Mercury_188335,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1416,283,Mercury_188335,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1417,283,Mercury_188335,B,B,1,heuristic,B,p2_complexity
1418,283,Mercury_188335,B,B,1,heuristic,B,p4_role
1419,283,Mercury_188335,B,B,1,heuristic,B,p5_fewshot
1420,284,Mercury_7128555,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1421,284,Mercury_7128555,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1422,284,Mercury_7128555,B,B,1,heuristic,B,p2_complexity
1423,284,Mercury_7128555,B,B,1,heuristic,B,p4_role
1424,284,Mercury_7128555,B,B,1,heuristic,B,p5_fewshot
1425,285,Mercury_407517,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1426,285,Mercury_407517,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1427,285,Mercury_407517,C,C,1,heuristic,C,p2_complexity
1428,285,Mercury_407517,C,C,1,heuristic,C,p4_role
1429,285,Mercury_407517,C,C,1,heuristic,Answer: C,p5_fewshot
1430,286,Mercury_405950,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1431,286,Mercury_405950,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1432,286,Mercury_405950,C,C,1,heuristic,C,p2_complexity
1433,286,Mercury_405950,C,C,1,heuristic,C,p4_role
1434,286,Mercury_405950,C,C,1,heuristic,C,p5_fewshot
1435,287,MCAS_2004_9_5,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1436,287,MCAS_2004_9_5,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1437,287,MCAS_2004_9_5,C,C,1,heuristic,C,p2_complexity
1438,287,MCAS_2004_9_5,C,C,1,heuristic,C,p4_role
1439,287,MCAS_2004_9_5,C,C,1,heuristic,Answer: C,p5_fewshot
1440,288,NCEOGA_2013_8_28,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1441,288,NCEOGA_2013_8_28,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1442,288,NCEOGA_2013_8_28,B,B,1,heuristic,B,p2_complexity
1443,288,NCEOGA_2013_8_28,B,B,1,heuristic,B,p4_role
1444,288,NCEOGA_2013_8_28,B,B,1,heuristic,Answer: B,p5_fewshot
1445,289,Mercury_SC_406451,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1446,289,Mercury_SC_406451,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1447,289,Mercury_SC_406451,C,C,1,heuristic,C,p2_complexity
1448,289,Mercury_SC_406451,C,C,1,heuristic,C,p4_role
1449,289,Mercury_SC_406451,C,C,1,heuristic,C,p5_fewshot
1450,290,Mercury_7109323,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
1451,290,Mercury_7109323,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
1452,290,Mercury_7109323,D,D,1,heuristic,D,p2_complexity
1453,290,Mercury_7109323,D,D,1,heuristic,D,p4_role
1454,290,Mercury_7109323,D,D,1,heuristic,Answer: D,p5_fewshot
1455,291,Mercury_404132,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1456,291,Mercury_404132,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1457,291,Mercury_404132,B,B,1,heuristic,B,p2_complexity
1458,291,Mercury_404132,B,B,1,heuristic,B,p4_role
1459,291,Mercury_404132,B,B,1,heuristic,B,p5_fewshot
1460,292,Mercury_7210210,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1461,292,Mercury_7210210,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1462,292,Mercury_7210210,C,C,1,heuristic,C,p2_complexity
1463,292,Mercury_7210210,C,C,1,heuristic,C,p4_role
1464,292,Mercury_7210210,C,C,1,heuristic,Answer: C,p5_fewshot
1465,293,Mercury_SC_408042,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1466,293,Mercury_SC_408042,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1467,293,Mercury_SC_408042,B,B,1,heuristic,B,p2_complexity
1468,293,Mercury_SC_408042,B,B,1,heuristic,B,p4_role
1469,293,Mercury_SC_408042,B,B,1,heuristic,B,p5_fewshot
1470,294,MCAS_2004_8_14,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1471,294,MCAS_2004_8_14,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1472,294,MCAS_2004_8_14,C,C,1,heuristic,C,p2_complexity
1473,294,MCAS_2004_8_14,C,C,1,heuristic,C,p4_role
1474,294,MCAS_2004_8_14,C,C,1,heuristic,C,p5_fewshot
1475,295,TIMSS_2011_4_pg5,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1476,295,TIMSS_2011_4_pg5,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1477,295,TIMSS_2011_4_pg5,B,B,1,heuristic,B,p2_complexity
1478,295,TIMSS_2011_4_pg5,B,B,1,heuristic,B,p4_role
1479,295,TIMSS_2011_4_pg5,B,B,1,heuristic,B,p5_fewshot
1480,296,Mercury_SC_406833,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1481,296,Mercury_SC_406833,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1482,296,Mercury_SC_406833,C,C,1,heuristic,C,p2_complexity
1483,296,Mercury_SC_406833,C,C,1,heuristic,C,p4_role
1484,296,Mercury_SC_406833,C,C,1,heuristic,C,p5_fewshot
1485,297,Mercury_7029558,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1486,297,Mercury_7029558,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1487,297,Mercury_7029558,C,C,1,heuristic,C,p2_complexity
1488,297,Mercury_7029558,C,C,1,heuristic,C,p4_role
1489,297,Mercury_7029558,C,C,1,heuristic,C,p5_fewshot
1490,298,Mercury_7138390,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1491,298,Mercury_7138390,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1492,298,Mercury_7138390,B,B,1,heuristic,B,p2_complexity
1493,298,Mercury_7138390,B,B,1,heuristic,B,p4_role
1494,298,Mercury_7138390,B,B,1,heuristic,B,p5_fewshot
1495,299,MEAP_2005_5_12,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
1496,299,MEAP_2005_5_12,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
1497,299,MEAP_2005_5_12,A,A,1,heuristic,A,p2_complexity
1498,299,MEAP_2005_5_12,A,A,1,heuristic,A,p4_role
1499,299,MEAP_2005_5_12,A,A,1,heuristic,Answer: A,p5_fewshot
1500,300,MCAS_2000_4_30,D,A,0,json,"{
  ""answer"": ""A""
}",p1_format
1501,300,MCAS_2000_4_30,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
1502,300,MCAS_2000_4_30,D,D,1,heuristic,D,p2_complexity
1503,300,MCAS_2000_4_30,D,D,1,heuristic,D,p4_role
1504,300,MCAS_2000_4_30,D,D,1,heuristic,D,p5_fewshot
1505,301,MCAS_1998_4_12,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1506,301,MCAS_1998_4_12,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1507,301,MCAS_1998_4_12,C,C,1,heuristic,C,p2_complexity
1508,301,MCAS_1998_4_12,C,C,1,heuristic,C,p4_role
1509,301,MCAS_1998_4_12,C,C,1,heuristic,C,p5_fewshot
1510,302,Mercury_175840,B,B,1,json,"{
  ""answer"": ""B""
}",p1_format
1511,302,Mercury_175840,B,B,1,json,"{""answer"": ""B""}",p1_format_soft
1512,302,Mercury_175840,B,B,1,heuristic,B,p2_complexity
1513,302,Mercury_175840,B,B,1,heuristic,B,p4_role
1514,302,Mercury_175840,B,B,1,heuristic,Answer: B,p5_fewshot
1515,303,Mercury_7099190,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1516,303,Mercury_7099190,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1517,303,Mercury_7099190,C,C,1,heuristic,C,p2_complexity
1518,303,Mercury_7099190,C,C,1,heuristic,C,p4_role
1519,303,Mercury_7099190,C,C,1,heuristic,C,p5_fewshot
1520,304,Mercury_SC_401605,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
1521,304,Mercury_SC_401605,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
1522,304,Mercury_SC_401605,A,A,1,heuristic,A,p2_complexity
1523,304,Mercury_SC_401605,A,A,1,heuristic,A,p4_role
1524,304,Mercury_SC_401605,A,A,1,heuristic,A,p5_fewshot
1525,305,TAKS_2009_5_36,A,A,1,json,"{
  ""answer"": ""A""
}",p1_format
1526,305,TAKS_2009_5_36,A,A,1,json,"{""answer"": ""A""}",p1_format_soft
1527,305,TAKS_2009_5_36,A,A,1,heuristic,A,p2_complexity
1528,305,TAKS_2009_5_36,A,A,1,heuristic,A,p4_role
1529,305,TAKS_2009_5_36,A,A,1,heuristic,Answer: A,p5_fewshot
1530,306,Mercury_7171570,D,D,1,json,"{
  ""answer"": ""D""
}",p1_format
1531,306,Mercury_7171570,D,D,1,json,"{""answer"": ""D""}",p1_format_soft
1532,306,Mercury_7171570,D,D,1,heuristic,D,p2_complexity
1533,306,Mercury_7171570,D,D,1,heuristic,D,p4_role
1534,306,Mercury_7171570,D,D,1,heuristic,Answer: D,p5_fewshot
1535,307,Mercury_SC_402057,C,C,1,json,"{
  ""answer"": ""C""
}",p1_format
1536,307,Mercury_SC_402057,C,C,1,json,"{""answer"": ""C""}",p1_format_soft
1537,307,Mercury_SC_402057,C,C,1,heuristic,C,p2_complexity
1538,307,Mercury_SC_402057,C,C,1,heuristic,C,p4_role
